분야,연도,순위,키워드,빈도,기사수,출현율(%)
구조활동,2026,1,실종,467,1284,36.4
구조활동,2026,2,초등생,464,1284,36.1
구조활동,2026,3,주왕산,451,1284,35.1
구조활동,2026,4,수색,144,1284,11.2
구조활동,2026,5,숨진,142,1284,11.1
구조활동,2026,6,발견,137,1284,10.7
구조활동,2026,7,사망,115,1284,9.0
구조활동,2026,8,청송,110,1284,8.6
구조활동,2026,9,구조,97,1284,7.6
구조활동,2026,10,헬기,90,1284,7.0
구조활동,2026,11,설악산,87,1284,6.8
구조활동,2026,12,주왕산서,85,1284,6.6
구조활동,2026,13,이틀째,80,1284,6.2
구조활동,2026,14,만에,76,1284,5.9
구조활동,2026,15,손상,66,1284,5.1
구조활동,2026,16,추락,61,1284,4.8
구조활동,2026,17,부검,57,1284,4.4
구조활동,2026,18,KAI,56,1284,4.4
구조활동,2026,19,의한,56,1284,4.4
구조활동,2026,20,사흘째,56,1284,4.4
구조활동,2025,1,설악산,42,743,5.7
구조활동,2025,2,60대,41,743,5.5
구조활동,2025,3,합동,38,743,5.1
구조활동,2025,4,산악사고,38,743,5.1
구조활동,2025,5,대비,35,743,4.7
구조활동,2025,6,한라산,34,743,4.6
구조활동,2025,7,강원,33,743,4.4
구조활동,2025,8,사고,29,743,3.9
구조활동,2025,9,산불,28,743,3.8
구조활동,2025,10,항공기,28,743,3.8
구조활동,2025,11,가을철,26,743,3.5
구조활동,2025,12,결항,25,743,3.4
구조활동,2025,13,여객선,25,743,3.4
구조활동,2025,14,제주,24,743,3.2
구조활동,2025,15,구조,24,743,3.2
구조활동,2025,16,CJ대한통운,24,743,3.2
구조활동,2025,17,속출,23,743,3.1
구조활동,2025,18,환경부,20,743,2.7
구조활동,2025,19,수상,19,743,2.6
구조활동,2025,20,패키지,19,743,2.6
구조활동,2024,1,산악사고,32,444,7.2
구조활동,2024,2,등산객,31,444,7.0
구조활동,2024,3,구조,27,444,6.1
구조활동,2024,4,대비,24,444,5.4
구조활동,2024,5,지리산,19,444,4.3
구조활동,2024,6,광주,19,444,4.3
구조활동,2024,7,합동,19,444,4.3
구조활동,2024,8,40대,17,444,3.8
구조활동,2024,9,합동훈련,14,444,3.2
구조활동,2024,10,특수산악구조팀,14,444,3.2
