공원,섹터,대표제목,보도건수,언론사수,언론사목록,최초보도일,최종보도일,대표링크
소백산,기타,"소백산 들머리, 단양역에서 출발 가장 짧아 [중앙선 단양역 특집]",1,1,월간산,2025-02-06,2025-02-06,https://news.google.com/rss/articles/CBMiZkFVX3lxTE5CM1p3eTFNalBuckdPdG1FVktFM3FaYjV0OHJ6c25xU01mWnpBenNmcjIyZzg0a2JUTHRlaXBVUi1pSXZTOFBRbFlHU0gwR1FMZ0NNcGNjX3NiVlBvUDVyazd1T0swZ9IBakFVX3lxTE5JeFBBNWhKMC16RFd0cGpFWjFtZFdSdGxOTllmRDVHNDhYLWlGbndqaWtjMFdDbEp3bFB4ako4bVdlS01QbVpLOE54TGJINHc3YXNxWFVGbGQ5a1AwSjFPQWx6YTkySHFkSVE?oc=5
지리산,기타,"지리산, 설악산 등에서 새로운 내륙습지 18곳 추가 발견",1,1,파인드비,2025-02-03,2025-02-03,https://news.google.com/rss/articles/CBMiZkFVX3lxTFBlazNoU1AzaHlRUG13N1hwTUtROEVHa283eGlWY0p4S0FHbUZ3c3gxak1ydTJkSTVJejA5S3lSdGlVNVZFTndXT3plXzNYazkyUWFNeGhJQVBPd2dtczlMYll6OW56d9IBakFVX3lxTE11TWV3Z1g0Ty1sYXhkWFMwVTdZWWVxMWw1Y25lSTFFN2FZNDdiVVhsZ0FpM2xHaUZsMHV2dVFnbHdORi0tZUFSUUZaT0VVZ01tUjlocWhOcDJLMXRKdHRjZm5mN2ZQU2NfZXc?oc=5
속리산,기타,국립공원 야생동물도 수난…속리산서 5년간 올무·덫 81점 수거,1,1,연합뉴스,2025-02-01,2025-02-01,https://news.google.com/rss/articles/CBMiW0FVX3lxTFB5bnhETDZRaG1zNFA2RUJxd3NPc1BCNUo1UjFfMnR5NDFnM081dWJKSFNsZkNhVVRvcDcxRF8zX1ZXM0lubXZvSVJNbVAtOEtTdnZCc1R6dThURDjSAWBBVV95cUxQZ0ZGZ21qaERDUldZMEVQLUNrdV9zY21BZlBpV0Yxa3RkdEtfNnBlR3dXbXYtRjJmZ1IwU3pfbHR1R2RkdW1YQzgtcURkbEV4S1N6ZF94ZUFSdXA0bV9ZZW8?oc=5
월악산,탐방시설,월악산 인기 탐방코스는 악어봉…두달여만에 3만2천명 찾아,1,1,연합뉴스,2025-01-27,2025-01-27,https://news.google.com/rss/articles/CBMiW0FVX3lxTE03RE5WT3YwdDBGZWROWWUxdllCNkFCS3diTUpLZHNPSmtBUmd5WWJWRHNCNFRLcW5PazlCdHRySWxyeFRzX0tES0laYjV5Yl85QWVPRnNaRFdvQ2fSAWBBVV95cUxNb1JER2U5SDJPaEtmT0hIc041X1N5VUxaY29LUjl3UFNyMERSVXJXeDZHVm9UT011YTR0YmF1U3FlT09ybTRkYjlhdnF5b2VhNlZSYzJCdHBXRFFrOEN0aFc?oc=5
경주,기타,국제 건축상 받은 '독서 명당'…경주 신라천년서고 더 핫해졌다,1,1,농민신문,2025-01-20,2025-01-20,https://news.google.com/rss/articles/CBMiWkFVX3lxTE5yMDhRaXYyeTB4bkdCX0swQVN0anYySWZ1RlZhcFVNZGtaaUhubDNkWnRwaE0tSjZlM1NlN0pTUWRiQ2x1V1pkSXo0NkN2ZG9kSHlfN1dvUFBCQQ?oc=5
내장산,기타,'정읍 내장산에서 설경 감상하세요'…겨울여행 상품 출시,1,1,연합뉴스,2025-01-16,2025-01-16,https://news.google.com/rss/articles/CBMiW0FVX3lxTE9ndFJWM1YtdnVNU1R4UElraXQ3U2JBWUs0Z2M1VWgyaGYzRW1PTVI0cUo4OGJiN2J5a2g2Y2dvdG1kT2Uyd0ZqNGY5UVA0QkxOa0h1b1kyOVRtZ2PSAWBBVV95cUxPSXo3SFN3OHVZeHY2UDV5XzBKaENGZGZVazJHY3czMUlCQnRaVTdMMDV3Ump5dkVvZzlCTUI4ZVE0ZENnNmhYYTNBa29QYm1oYzJ4YzNURlJhYndMMFBuY0M?oc=5
내장산,기타,"“겨울에도 내장산, 순백의 설경과 고요한 숲길 보러 떠나자”",1,1,전북투데이,2025-01-16,2025-01-16,https://news.google.com/rss/articles/CBMiZEFVX3lxTE15Z2dWYXBtNlVhc1RTUF95OVZmNVB1d2RLWU9BTG5HWVduZzZ4UG16Y2pHOE82Y2FOUVlmVndManBOOF9PWTFrXzRGUUpEdGhKZHpzY09qNEduMmw2NV84NDZPcDY?oc=5
내장산,기타,"흩날리는 눈꽃 속으로...겨울 여행, 내장산의 유혹",1,1,위키트리,2025-01-16,2025-01-16,https://news.google.com/rss/articles/CBMiVkFVX3lxTFB6Y09jTEoyX2xpVy0wVEM0ZzU5RkQ4ZjE1NFJscUt1b2tleGNMUy04WFlZVkkzbWVRVzVwYUdyU1ozM3FoYWpwRkh0R0hPNHNOMFFQMElR?oc=5
가야산,기타,가야산국립공원 안 유물 나온 옛 절터 어떻게 보존 활용할까,1,1,한겨레,2025-01-15,2025-01-15,https://news.google.com/rss/articles/CBMickFVX3lxTE9VN2kzdjJLTGFVd1d1dnVscUNPSGJqejdWRGFLOUZvdWJfRmdoUmFJSlo3STFMSXB1Ti1CV05uRjN6SlFlZlJMRURldDdsUV8yT1I5eWlqNlN4ZU02N2dEWVZMWGkxSWRTQkRGZDJfQkdLZw?oc=5
가야산,탐방시설,가야산 법전리사지 정비·활용 모색 학술대회 열린다,1,1,법보신문,2025-01-13,2025-01-13,https://news.google.com/rss/articles/CBMiaEFVX3lxTE9XdWw4RHNxUk5ndHg4NUNpbVVDa2RIdjNNVlNrbk9lX0duMUoyRldQanVHdThMWFh4TkxKZnB0Q0dVbGVQR3VVSDh1SlNIeDVRSllfSUVZc2U3VHZNWTN0SnU4T1NmMkxL?oc=5
치악산,행정,이상철 국립공원공단 치악산국립공원사무소장,1,1,wonjutoday.co.kr,2025-01-06,2025-01-06,https://news.google.com/rss/articles/CBMicEFVX3lxTE92ZEFoc2Z2ZTJfZkJvTjF4OFdRWS1TOUFVbFFrbkhUaUUyOFBjRnpLdHNpa2dFWFJEQ0Q5eWc4Rk9SR1IySDczX0t0OENBLVZ5QXNuYVFkS2Nrcm1rckE0ODVWb1Voc2RWVi1wVF9xZHM?oc=5
(전체·공통),구조활동,국립공원 안전사고 5년간 연평균 23건…골절·심장돌연사 주요 원인,1,1,뉴스핌,2025-01-06,2025-01-06,https://news.google.com/rss/articles/CBMiXEFVX3lxTFBEa2tqekZrSklPU2Jqc0hMcnp5c0RoYnN6TlJNQndtMWM5U2lMMDNUTWxDRzU0bzJuNXo4Zi01c0xodHItNHF5QkNUUzMwcXpUS1RxU0wxV09vSWFz?oc=5
월악산,기타,"새날, 희망의 기운을 전하다 – 월악산국립공원| 디지털 KBS",1,1,mylovekbs.kbs.co.kr,2025-01-03,2025-01-03,https://news.google.com/rss/articles/CBMiswFBVV95cUxNMDNaNVA4UWtta2ZpUmJRRnBFNC1YUWh5dWN2Q0t3Q0Mzc296aEw3UlFiWk1IMVRfc3Znd2FPaDhiYm1RSW9lSmUxQXBsVTE4eFA0bDgyNTJnM3A4TXVzaW1URDdlcXF1R3NIMTdrRUtLLWNZd0VPZVJzNHZZWnJPVmh3NmtES3VUTXZfWGJWU24yNzFGaG94TmFmNjRlWks5S2tlMHVvMnczcy1JNkxqd2JDMA?oc=5
(전체·공통),행정,"위로보틱스, 국립공원공단서 '혁신업무 유공 협업기업 감사패' 수상",1,1,지디넷코리아,2024-12-30,2024-12-30,https://news.google.com/rss/articles/CBMiVkFVX3lxTFBXYTg4Y05QZktXdlF0eEUzQW9qZkZmb1EzRGpQdHVjcVVTQmU0aVluVkdTWXB6VHE3dXB1emZ0dXJ1MnNUcHRhLUsyYVBCcTR2cWFTeFJR?oc=5
월출산,기타,불꽃처럼 피어난 바위산 – 월출산국립공원| 디지털 KBS,1,1,mylovekbs.kbs.co.kr,2024-12-27,2024-12-27,https://news.google.com/rss/articles/CBMiswFBVV95cUxNZkhQTHFPYXNka0Vta3NHclpHQm5zcDNHRWt4cFNPYUtIc3VwcUNfNTF6MzVVZGdCOEhhel9SLTNmclJ2OTBEM09JcjMzMk96MHVaMThaWnNvT2EybkpoY0dWZWZwUkE2c2kySE5aeEJtMHcwbWN6YWlXbXlyRnh6Z3dnWnozTTIyY1A3VHFSUlBReWlXbzNneXJ2azZHSXVEMFc1azNvaHZrZG5kY013cVR0UQ?oc=5
치악산,탐방시설,치악산 케이블카 쟁점 ‘수면 위로’…찬반 입장 팽팽,1,1,wonjutoday.co.kr,2024-12-23,2024-12-23,https://news.google.com/rss/articles/CBMicEFVX3lxTE9SeklwRkxSd0s3ZkR5R0ktN1VzRXlaMDB6TVA4eXFvY1BRQU56RXJFWEpMUjc5dkloa05Ya1V5YnRjQW1ZQVhVS21sYl96WlczbGRrY2cyczU3WmVUYTRJVWJZR3FQS2VzMlNqZkJpWTg?oc=5
덕유산,기타,덕유산 향적봉에 새로운 정상석 생겨…'포토 대기줄' 분산,1,1,뉴스1,2024-12-22,2024-12-22,https://news.google.com/rss/articles/CBMiVEFVX3lxTFB3QkNJS3dEWXBNX0k4RkRzLXU0R0JDNVlvay12STB2MUpmRXNDQzJ4d1JWZGZ2OWszb2lxWTExU2RPVmQxT1RVRmhRQ2tMcWpZWkNwNw?oc=5
덕유산,기타,‘일출 명소’ 무주 덕유산 향적봉 정상석 새단장,1,1,v.daum.net,2024-12-22,2024-12-22,https://news.google.com/rss/articles/CBMiRkFVX3lxTE1UVFItM3FVVmxyMlNqd2tENXREeHlvSHBWaEdRWjBRWi1nM1NUbzEzM3FiU29XUktURGpzYS1pTlZzTWsyMlE?oc=5
덕유산,탐방시설,"덕유산국립공원, '38년만'에 새롭게 조성된 둥근 정상석 설치&제막행사 성료.",1,1,전북투데이,2024-12-21,2024-12-21,https://news.google.com/rss/articles/CBMiZEFVX3lxTE11d3NwbThnWnQ2eUEwYkJ4TW5udnhtYXBmLUZGdTNxaWVkMHoxTms2d0dnczhXTmpJN2Z3M1VmQTYzWmNZWnZnQUdELTdWYjdpNG1yczVjQm1JaW5VUFp0N0dzT1Q?oc=5
(전체·공통),구조활동,"임이자, ""국립공원에 특수산악구조대 편성·운영해야""",1,1,매일신문,2024-12-19,2024-12-19,https://news.google.com/rss/articles/CBMiYkFVX3lxTE1WTjV3MWo1N3FJTnFvS1JJZ0VaUHpLRWFlQ2R2Tk1aSDh3Mm5WbEFHV203cnpIMmJQT0c4SXVUQ1IweEVqZ1hVNmttTWJtWC0yZ2ZCZW5CTnhFZXBtYm5Wa29n?oc=5
북한산,탐방시설,숲속서 태교 여행-휠체어 타고 북한산 탐방…국립공원은 변신중,1,1,동아일보,2024-12-03,2024-12-03,https://news.google.com/rss/articles/CBMidkFVX3lxTFBvNGpCTlBOUjBVSDhFVUZDX1hFTjd1bzlXSTRjcFJ1eEVGQzJBZmlLeG1qTWdyNS1SOUNfR1pSU3JpYjBGcjZRR0FWaUVQa2hLMlZfcVQtbVZTbF9GV0o1YXJUNmx2T0pGN3ZESHVIVVZKYlNjdmfSAWZBVV95cUxNbFlMN2pyaWxoSXlxc185VXRhdmdOWGNfWjZJd05wYlRSZ21LRmlqZ2FWc2M3OGVXRG5hUGV4WUtQNHB3aWxnNElpWnc5d2R3ZldWVThsdFhDRlNvRVQxU0FaZWVIYnc?oc=5
설악산,탐방시설,강원 평창·홍천 등 10~20㎝ 안팎 눈···설악산·오대산 국립공원 67개 탐방로 통제,1,1,경향신문,2024-11-27,2024-11-27,https://news.google.com/rss/articles/CBMiWkFVX3lxTE9WWml5b2w1cXhkQmhZUUcwOHZsR2RoUTdLZ2Y1dGN1aHdPa2tvSjFFUXk0UzhjaDNMZjNhMjFpeVZqTmVxR0t4QzA5X1RvVUpHVW5XeHlDbWZsQdIBX0FVX3lxTFBuSG9vUXZQd3dHdGFrVWk4VjhhS0JnLW02X0JSQml4RlU4WVlYRWxnYm9ybmNlOGEyUTJTYWNZT1JpVGEwU05CSjdoSWo5UXUwdkMwSUlLUHBwb0pRaW1R?oc=5
설악산,탐방시설,설악산 백담계곡 탐방로 조성 사업 제동,1,1,환경일보,2024-11-26,2024-11-26,https://news.google.com/rss/articles/CBMiaEFVX3lxTE45ckJjdUdLeFNEdjNVSTlycEZjNVZPQkxSVElFSXRUdk9ZY2dCX1RwaEgyaTJjX3ljbVpDV2JiWUZmbW9ZRVBhQjRaU0FFanhyZk9KLUx6Rmx3cTBmeTluTktVQVpkR3Zo?oc=5
금정산,탐방시설,"범어사, 금정산 국립공원 동의…부산시, 숲길·탐방로 지원",1,1,연합뉴스,2024-11-26,2024-11-26,https://news.google.com/rss/articles/CBMiW0FVX3lxTFBLWW0yQWx0STJCalZ5SzVkSW5wTHFZMXV1ZFJydC11enV1aVdodVJCdXBhdnBmbUh4ZzZJQk9pcVFRZVQweEw0aWtMdHdid3ZPWjFWUzkzUHYyd3fSAWBBVV95cUxPNy05cGEzZGlrcjdjbkVlUER1ZUtmLXp2R3FUOG1NYUxPWFRXVHgzR2M3X09xODZrWjJXS1dqWndrNWtiRFlvZXF4d2NlS2k4eFAzdTJCQThNeGZfNjhZVWc?oc=5
(전체·공통),기타,[ET시론] 입는 로봇으로 국립공원을 더 안전하고 편안하게,1,1,전자신문,2024-11-25,2024-11-25,https://news.google.com/rss/articles/CBMiTkFVX3lxTE92UDV0WVg1T05JT2M0dS0tc1gzMWg5cFZwdE10MlJQazE2eXUzUE1Ed2NNZE9uamFHV0JMeTBBaTJ0QzBWYURXaV9YVFZ3Zw?oc=5
오대산,기타,"조지아 공화국 공원청 대표단, 오대산국립공원 방문…선진 공원관리 기술 교류",1,1,강원도민일보,2024-11-17,2024-11-17,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE5ZT3dlZlJkSmE3dmZka3Fta1BoQlZrZWthUWxzV0NLREVkZVpUcFBKWEVYX1ppMXFFbkZoaHFPdXJwcVlNejVRNEJYZ3AtcjZqMUVUQTB1eXRIZUVmY0lKZ3NxYWtpZWM?oc=5
북한산,구조활동,"[영상] 북한산서 60대 등산객 헬기 구조…""근육 파열""",1,1,news.sbs.co.kr,2024-11-17,2024-11-17,https://news.google.com/rss/articles/CBMiakFVX3lxTFBmNkRmMnd0b1I1cGxVOFNsN0JUTGhDVHJwR0xfTEdMQkEya0dKLWJMd25zMFFNMlhLSDdQR0JGTzdQUTY2R3JtRzhRekRxSFZkVnYtWFVmaXNneHB3VlFfd1NkbEJYNkxlTlHSAWZBVV95cUxONGFPWEdUV3p0UGZaNUxLU0FQVGNzRHdlV09xTU5jaUxPaGd2S1h3U2FVeVdpT2MxMkJDTDFqNFlMRmZON09pQU9EY3RIbUtDeTA5aFRIRGJwcDhrN0dGR1lxLVVzVmc?oc=5
월악산,기타,월악산국립공원사무소 문경분소 준공,1,1,영남일보,2024-11-14,2024-11-14,https://news.google.com/rss/articles/CBMia0FVX3lxTE9KMDFTeTNqbVE3N0xGUVlZaFBKa1ZvMkI1dGlBR2FGOUl0bEM5UTVfWGtmeWt4bUpIWklGVWVNUV9CM1daZDBKM0h6S1Y1RDhVLVQ0U3hvX0FoMndKakJLTUxiUGZWSVVwYUVJ?oc=5
월출산,기타,영암군에서 월출산국립공원박람회 열려,1,1,ktsketch.co.kr,2024-11-12,2024-11-12,https://news.google.com/rss/articles/CBMiakFVX3lxTFBWRkdMQzhPZEZVSUFjMXUwUjV0SWhZWHNDVl9CYWtpa1pOSGhOVkV6cm1NeE1PTEF4YV9vZW9zbTFiRkg0X0V2Q2RoRjlTLVFUQ1F6LW5HZTktbUoyTDBrWENMUnkzRC1Vcmc?oc=5
태백산,행정,태백산 상고대 포착한 사진…국립공원공단 공모전 대상,1,1,연합뉴스,2024-11-07,2024-11-07,https://news.google.com/rss/articles/CBMiW0FVX3lxTE1SS2lzNm1SVFlMaWxSLXkzRWhIZ1FiTnNlb09XRkJ4NXJTN19VR2EzQ0xTcUU0RUV2MGZfS2s0Qm9FMFdCa1hkVnlHb2F6MnZnM3VPXzBMTzQ5clHSAWBBVV95cUxNaW1ORGwydlRnX2loYWVPc0tWNF81ZkRvV1VaNXJfSmo4a3BJQi1kc0JSdFBwWlVZcHN2Sjhkd1pKQjdqbm9ibkRYdGpqLU9uOUZkREVwZHpWZWZpeDh2R00?oc=5
월출산,기타,영암군 월출산국립공원사무소 도갑분소 장애인화장실 이용 불편,1,1,에이블뉴스,2024-11-07,2024-11-07,https://news.google.com/rss/articles/CBMibkFVX3lxTFBRTmJQRHRKZ0J2RXlXaWVyaW05SWZpUDRLNEc1VThnUVFzazVmbDFXOFVrRTVOZmZmajg4OUpPMWxBZU5LMm04VTNMR2V4TUtFR1J4dE9ZSDlNbTA3bFNSS2ZIMHM1dEU0cVdndmVn0gFyQVVfeXFMTkJzVGpvYW5SMlVGWS1laGdQVkFkZ0Y0M25pdnpRODl1VjhkeEdDcFV3VVFkUW91SHphRXZwZjFpUl9qSFJWYWd3TFliT2pxd3M0WC0yblhmUEY1ZlZ6X0tKM0x4Ykk4NXZvSWZmS1l3SXVn?oc=5
가야산,기타,"선천성 심장병 어린이들, 올핸 가야산 상왕봉 정상 올랐다",1,1,라포르시안,2024-11-05,2024-11-05,https://news.google.com/rss/articles/CBMibkFVX3lxTE1mYXhDa1ZDWUVXeHZ6WDdRTEFNNHE1ODlkTWduaDN6M2FEbThCUVhyZElVTDNReFQ0QlprVlJlc2Y0SEtLUFVJYXZ6eHYtY1hsNWtMYWN2NnRxdVJnZWZzbVdlU1R0LS01X1h0NFZR?oc=5
(전체·공통),기타,국립공원 갯바위 구멍 뚫기 금지,1,1,환경일보,2024-11-05,2024-11-05,https://news.google.com/rss/articles/CBMiaEFVX3lxTE5DRGpaVU9ISXotakhmcDNtOTlJSkpsTmFfZ2NTTjFqbXFFcUE5U09aMzh5cWEyck5IcjJXY2hMQ21ZLWpsRmM1Nko5SkE2TzR5ak5OaEc5b2JKTWFpMmUxVUJyQkxUQnda?oc=5
내장산,기타,"정읍시, 내장산트레킹 상품 인기…특화상품 성공 단초 ‘기대’",1,1,tf.co.kr,2024-11-01,2024-11-01,https://news.google.com/rss/articles/CBMiVkFVX3lxTE52MlM1OUJYTDBWeFNhUXhvY1VNcFJseThXajZQSUllcmFCRVVmdF9VWnpOZEpWU2FYUTVEbF9jZEVCa2VuWC16UG5QQjRkc1VDcnFYWGZ30gFWQVVfeXFMTnYyUzU5QlhMMFZ4U2FReG9jVU1wUmx5OFdqNlBJSWVyYUJFVWZ0X1Vaek5kSlZTYVhRNURsX2NkRUJrZW5YLXpQblBCNGRzVUNycVhYZnc?oc=5
월출산,기타,"영암군립하정웅미술관, 월출산국립공원박람회 기념전",1,1,진일보,2024-10-30,2024-10-30,https://news.google.com/rss/articles/CBMib0FVX3lxTFB3bDBKMDFsY0FkdnloUWdTcTY1ME4xR0ZHNXRFcVJvaWVUY1N4YU5MV3N2TzBuMlpKOVRiSVZVSjJUZXdVWmR2cC1TbS00WjlLUlVLUzY0WTNNUHhPWnp3T1lHQ0RjemU2MnB4aEdUYw?oc=5
(전체·공통),기타,"옐로스톤 국립공원의 인기 그리즐리 흑곰, 교통사고로 사망",1,1,YTN,2024-10-29,2024-10-29,https://news.google.com/rss/articles/CBMiXkFVX3lxTE5BQV9FdldkUnNGU3RSSGpmdDdDQXFra3FmWTYzWHZyQThoWUJDRS10ekFncUNDZGR0U3pOOEZISXBZeGwxUVh4bVNpeW1TMTFJOGM1VWxVTXhkYjhtT1E?oc=5
한라산,탐방시설,제주 한라산 탐방 중 눈 앞에 가시 철조망? 불법탐방 특단 조치,1,1,미디어제주,2024-10-28,2024-10-28,https://news.google.com/rss/articles/CBMibEFVX3lxTE9OUXBMb2xPZEVvM0c2X3M1SzFDMzctSXFZR1BxVXBXX1VsSThreUh1WVhHcl9Pa3Jfd0I5ZkJLX0Rzb3EyQ1JydU5SZ1FSWllXcXlNT3BHNkxkdmZjTHZmNmVkd1NKWnFNYW0zMNIBcEFVX3lxTFBqaFVyTkJNWjBLdmJ4d1U0LVhjNXdHQVRyUGE5Nk9LenVFR3Z5dU03MDVmeGxROGswTEljYnVBVy05ZmxnQ0cyUWxaU1FqUkNtbS1PY0dUU3JxTGpLMlcxR0d6Z0FkM25IbDl2dzZFMDM?oc=5
변산반도,자원보전,"변산반도국립공원, 깃대종 부안종개 활용 탄소중립 실천 필요성 알린다",1,1,전북도민일보,2024-10-25,2024-10-25,https://news.google.com/rss/articles/CBMia0FVX3lxTE9MZ2h2NlpNM3F3TzI3dW05NGYzeE0wNThBQjlmam5HY0xOWVFKcU5IYVZTMmVVaGFIMFhjbmhRTU5BaFlHOGducnFhZ2pLVXBBNU1aenNtRDluWFQtWGU0a1Y1ZlZwTzdGX3hF?oc=5
(전체·공통),기타,다도해 바라보며 ‘이것’하면 불법?…해상·해안 국립공원 ‘비상’,1,1,농민신문,2024-10-24,2024-10-24,https://news.google.com/rss/articles/CBMiWkFVX3lxTE9pWnIxU01NS2huSS1iUGtSeWdsbjVWZG1aM2lhY3drd0lGS0FHTDRJc1VVYTNfYTczcTQycHhra3B4dWZHV0Zyc2M1QkxuV2h5Rm9aZWd3Q3I0dw?oc=5
주왕산,구조활동,"청송소방서, 주왕산 실종자 3시간만에 구조",1,1,청송군민신문,2024-10-23,2024-10-23,https://news.google.com/rss/articles/CBMickFVX3lxTE1GV09LQUR6VHZfclYzdmpjb3B2S01feWNrcDhIV09EbU5uODVHT25URU0zZGhNS3FESVNJYnV4aGhOUVJ6ekZ6WGU0dGtKNUFKc1lUUTNoUGZGUUk0elFJT2Rldm5laFM4bWpka2tsRlM3QQ?oc=5
설악산,재난안전,"'초속 36.8m 강풍' 설악산 3명 사상…""입산통제 안해 사고났다""",1,1,연합뉴스,2024-10-23,2024-10-23,https://news.google.com/rss/articles/CBMiW0FVX3lxTE93ci13bDZOZU1PQ3ZRblg4V3F2bjVxNjhPWm9HUmQ1VkxZLXBJRzdhY3BjZks1aFQ1S2l1ZjYtMC1OU0hPQ0g0eEUyTHQzOXd0M3VRcDEwZ2JxSzTSAWBBVV95cUxOWTJwaU85VW1TcXNNZnJvWU42azRzLU5mei1fN2thM2tOZmd1T0doS2g5eWE2eU1WMnhYN3lRQjN6dTJHLU9VdDlacXFjZ191VmhybGw1Y3FOLVROdW5WRnU?oc=5
설악산,기타,"설악산서 강풍에 부상당한 등산객 배상 요청… ""천재지변"" 거절",1,1,중앙일보,2024-10-23,2024-10-23,https://news.google.com/rss/articles/CBMiVkFVX3lxTE1vOENvVElrZXBpLV93c1k2by0zSUE3RzU3aHhqa3lMSXRYRzRfTWUzOENtaFVrU05UaHM3eWVKZTNvVTZKQmVSMW9oZ25mTEdqLXY0aVh3?oc=5
내장산,기타,단풍 명소 '내장산' 주차·등산코스·포토존 싹다 알려드립니다,1,1,위키트리,2024-10-22,2024-10-22,https://news.google.com/rss/articles/CBMiVEFVX3lxTE1YMjdFNllEZEJEUlJfcnNNQUxrbVZId2xMcloyX3Z4VXAtZlNwbEpIZWVXR1hFMXJXcExHd2tnZFYwX1pxQTg1QUQ4YVFsMFI1SGw0Mw?oc=5
지리산,탐방시설,로봇 착용하고 '지리산 천왕봉' 산행 체험해 보세요,1,1,뉴시스,2024-10-21,2024-10-21,https://news.google.com/rss/articles/CBMiYEFVX3lxTE94OVdNM2lNYU9Ta2pla01EaU9fRlhkeXl0UWZCOTVqRWdKWFZsUkpDYThDSm5ZV3B6LTdjSzBWSEdCV1dZZVZTWjNDeUZkRFNvVS02TTgyV09iM2pyTERNNtIBeEFVX3lxTE1yQVYyZzZrNnhmdFJlcThnSnNxenhHRS1hTHFxYTNTRUVtUVdvOUhUMzZxZlVaTDVWXzlBcG5FMDdzT2hkMV9TQVc0LXI4NVFTTE5PbkVyb3liSVJOUUJmR1k2LUNCOVRkcXhBelp2WlBQWkU0Tlhsdg?oc=5
팔공산,자원보전,팔공산의 가을을 즐기자...생태관광 및 계절프로그램 참가자 모집,1,1,BBS불교방송,2024-10-17,2024-10-17,https://news.google.com/rss/articles/CBMia0FVX3lxTE1DOGh0NDZYTkpZU055VzhrbzNrald6YlhkZ2doNnRVdFU4Vkh2V3gyT0RCNE5sWWdTUGdlU1pZSE5jUG5tMlRrOWVBN2VVanFOVEJqZ0tOSFZualhtY0VuZkhaMXJfSVJ6YVJF?oc=5
설악산,구조활동,"""설악산서 여자친구 길 잃어""…스웨덴서 온 구조요청에 조난자 극적 구조",1,1,조선일보,2024-10-13,2024-10-13,https://news.google.com/rss/articles/CBMiekFVX3lxTE1kRGg4TG1IdWF3SXhFQlRZNzNhQUV3SnhIMmdNaWNNMkhqb1pkU1BUZzRjY2hmaDFEb0VmQ25pT0pXNVVpcURYRTJMUjZ6N0xIM3dkWkR4cEVBc3lpSDVHTDZDenYzRC1YZlpSeWwtZDdtVG1aMnZxZlF3?oc=5
(전체·공통),탐방시설,"""국립공원 '착한탐방' 인증 참여하세요""",1,1,강원도민일보,2024-10-13,2024-10-13,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE9UQkVjMnpDUlBnRldmcDNLX2V6ejZlLWtCWEh6LU5MVWFGbUE1ekhKZUFvX3JYN2dINkxhM2NIRUxTSFJQaWRRMGR3d1pxUFhOY3ZuNWxJRnA2eUh6c1NpSmlrTk0wZWM?oc=5
지리산,탐방시설,휠체어타고 고지대여행 지리산과 소백산을 탐방하자,1,1,에이블뉴스,2024-10-10,2024-10-10,https://news.google.com/rss/articles/CBMibkFVX3lxTFBGS1BEMnpYeHhrY2w1X3ZTQjNBUGQ2aUZCNy1IeVF1OWNmRFNocmJCX2N6a1pTWUE3UzRIc21UdnYtYnBiSWZDNXFZWVdZVjVrZ0ZBN0EwSERzMjh6X2JtVnlMWUdQb1p0UExibGp30gFyQVVfeXFMTTFiekNtbjh4LTZhZHVBVEVEQ3JwSjF6TXZDM2I3QlRzS3NrcDJ3VzA0YlpCUHBrQV9WTHZVR3Robkd4b1VDN3lWOHZOVmtCQkk3VkpoMGhoWUdXa0g5LTRRb2ROVFhaZU9wX2VWMkhsU1pn?oc=5
설악산,기타,단풍 보러 산 올랐다가 '으악'…설악산·북한산보다 위험한 이곳,1,1,네이트,2024-10-10,2024-10-10,https://news.google.com/rss/articles/CBMiYEFVX3lxTE1fdmdiRS1yMlVXQUt0ZUoyMUF0SjBlUEdMWG42TG5BaGNRNll4bTRaSVQ0Q016aWZMVmRvMUxkeTRzOGkyWFNSSlIwUS1jZUZSOHlzcEVmVm9Od01ETXgxaQ?oc=5
(전체·공통),구조활동,매년 100건 이상...여전히 안전사고 많은 국립공원,1,1,문경시민신문,2024-10-06,2024-10-06,https://news.google.com/rss/articles/CBMie0FVX3lxTFAydUhJdnM0d1p3bktQaUdlTUNUQ21xdmU2UnVYNXgzNmZCSVNMREJVbjh6WmdHR1puQkZRcEtESnE3Z2lEYkF6MmZCQXplcGNNVnBOdExNOWZLQVdOeTdzc25yRVVfOHl6RU54VXpYdzdpNmN5bkRmcm5oNA?oc=5
지리산,탐방시설,남원 운봉 고원에 생태체험 '지리산 에코촌' 조성,1,1,연합뉴스,2024-10-01,2024-10-01,https://news.google.com/rss/articles/CBMiW0FVX3lxTE5yODFQdUJZS0hIaEtkZ2xRZEtJQWRoLXZMVVJ0aWZCNXpqeGZMWGt3dFBJeGRYcnAxaHZGYUpSZGxvQTJkb2EtSlFtODhXZTRRdkVFaEl0eXJaa1XSAWBBVV95cUxQWkdGVjQ3X3gyVVlJYVlDR001TW10eTRIYW9HX1RoUHRwYW9hdHRnVGViRmN0Wk8xYUphWXVCelJUSmlodXZqOU5Cb2ctTHJIYS1xVGhEbmpOcm4ycHdib1Y?oc=5
