공원,섹터,대표제목,보도건수,언론사수,언론사목록,최초보도일,최종보도일,대표링크
북한산,재난안전,집중호우에 쓸려 내려간 북한산…산사태 '비상',1,1,news.sbs.co.kr,2026-07-21,2026-07-21,https://news.google.com/rss/articles/CBMiakFVX3lxTE5HVlh1SFRrTTZZY1NmTWF1aWEtNVd6dFdIZVplODM2VUZLQkNncWdnMnFKZFdEa1MwbjJ1SHozenhZalJWWTRMVzZvLVlJLTNZNV9hUzA1UFRVUXhWSEhQeGExUmViYjNpaWfSAWZBVV95cUxOVVhJUXZMZEF0cjlIX19EM295clRRZE53N2VibWZxMFNPcWxNdEZYUU5BdnA4VkNQVjNGcEQtbXdSdlNXXzBFekhqMDljYkNMM3B0ZmhHT1dWQmlUdWNIUGdKYTQ5SVE?oc=5
계룡산,자원보전,계룡산 '갑사마루' 생태 관광지 준공…63억 투입,1,1,뉴시스,2026-07-21,2026-07-21,https://news.google.com/rss/articles/CBMiYEFVX3lxTFBoOVJvMDAycXNEcElGdl9zMjhhV2VjZFRKVDF4VjYxdGlmamlEVGhYU3pvMUNVTlZkZ1lOVVpCSWF2RnpuQXVVYXN2ZmJzWXVlXzY4QjRrVFZLRVFlUndqUNIBeEFVX3lxTFB6TnViTC1MNmFVN016QnNPU3FMRERnNWVsVTdocGViOEdBcG9zVDlqRmN3SVZSMUl3VzNqSWplVC1yX2VPX3M5eE4zYy1GZXFQRVRqS3JCZkVXdFdoOVBhUTlaNXNxRmxCWkc4TlRvX0gwcDFDbHVWSQ?oc=5
(전체·공통),자원보전,"""이젠 제주도까지 갈 필요 없어요""... 산호빛 해변과 천연기념물 숲을 품은 국립공원 섬",1,1,ardentnews.co.kr,2026-07-21,2026-07-21,https://news.google.com/rss/articles/CBMib0FVX3lxTE5sNko2T3VEQmo0LUhrZ2VLeEFOeVhONDk2Wmh6Q3JLRXdGVUxFMXl1VG1yYU0ySHMxZjVwZzd4aGUzTXdrMHBib000d2hsdGI0UWdsZW9RUkltTE1SUXQ0cW05aHdLUkpXS05WaVc3b9IBc0FVX3lxTE1Fb2dKV2hJOF9vTHdnbENFd3dJNFNoU0N3eUNnOVZnQTlneTRfZ1dFaHB4eVp5ZGdwNzdhcFl6dDBkMzB2aTMwUk43TGExSFMzcVA2T0VvMjN6UWRsUXdnZXRyV3ViWFlaVTI3Q1NGNlVSRm8?oc=5
주왕산,탐방시설,"주왕산국립공원사무소, 지역 사회복지시설에 온정 전해",1,1,청송군민신문,2026-07-20,2026-07-20,https://news.google.com/rss/articles/CBMic0FVX3lxTE5TcW5CLTZyQ0t4UVRyWUJQd24zc3JtbC1qUGJzLXFLbDZXNk5ySmF3OUFEbk96cktwUFlnekI5aDBaeUlaNEZOYnl6cG5oZEFhWHIwVjNrMWdPMHBuWlV6Zkl5Yk5oRzdxZ1ZDYmUwN05vZzA?oc=5
주왕산,탐방시설,"주왕산국립공원사무소, 장애인 거주시설 찾아 생필품 전달",1,1,매일신문,2026-07-20,2026-07-20,https://news.google.com/rss/articles/CBMiYkFVX3lxTE4tMGxmdUo3VzcyNFkyY3RfaFpLemdLNVNaeVdwUUFfWi1yQnk0WTh4ckdYR0lMZ01vajdacG5PNDFIWHJyVC1wOXJYVlpxZ3Q0dmtoXzRHdTBhMFpyLXhQUUZR?oc=5
소백산,기타,"범꼬리·냉초까지…소백산, 야생화로 물들었다",1,1,뉴시스,2026-07-20,2026-07-20,https://news.google.com/rss/articles/CBMiYEFVX3lxTE1ucFJxbTNPeHlkeDh4bE11dl9zR3hZZFFVNFJNTDVWTVZmMXlrbzVpcS1NQ1dnOUNtT1VuNlV1WHRtd0hSajFpUkdLd2YzOFdNQVJfYXY2dzlEVVdhdlB5btIBeEFVX3lxTE9VZ3BtSE1MdXZ0cTlyNE9iRUFvS0FsOTY3bjBzT2ZsM1B2cFpsaGQ3MVFySDJLdGhHNUZyNW45RFZKam84WFFYdW5SdmRQV2g2STVwMVdWNE1aUzdhdGZQcGdGY1NiVlFFc3B6NjRqZnlwNi1BMW8tcw?oc=5
내장산,탐방시설,정읍시·내장산국립공원 맞손…월영습지 가는 국가생태탐방로 열린다,1,1,환경과조경,2026-07-20,2026-07-20,https://news.google.com/rss/articles/CBMickFVX3lxTE1rUzlMaTEyNjlQN3hhdkJ2ZU5JMzVpT3lUbUJHNWlNSmhZZU1qeTdJeDA4UGdsTzYydGFZc09TcWFObHRwbFZCYXZDaWx4aUpYY1R6UG15eWYtZl9DcVdSN1VfZ2FZekNuenR6aFpDSGQ1UQ?oc=5
(전체·공통),탐방시설,"새마을문고, 국립공원 체험학습관서 ‘피서지 독서문화시설’ 개관",1,1,taeannews.co.kr,2026-07-20,2026-07-20,https://news.google.com/rss/articles/CBMibkFVX3lxTE14bmZRUVVFWjRxMWVVUHc4RlBwdnJ0cFpfUGJIS21DWEpnR2RyblBXcC1sX0xRUGdIczF4bUg3QkFIWG5PMDBjM1ZpU3BtLVlsUzA1cDlsa2Q5cG5xZVFyQlVnZDdDcm1SX0ZadEp3?oc=5
덕유산,자원보전,"덕유산국립공원, 여름 성수기 불법행위 특별단속…과태료 최대 200만원",1,1,내외일보,2026-07-18,2026-07-18,https://news.google.com/rss/articles/CBMib0FVX3lxTE9RQkJ4a081NzFtLXpUa2RBVks4Umc0S3RfQWJBbkhJMXE5UmdvemZUWk9aY0lzWTJ1ZElvNUFrZ2RGWmF0MjVUbmZUcURrWmZZRXRKWDE2ckE5UmNUMHJKMVEwdXp1a200eDY5MkNKdw?oc=5
지리산,탐방시설,"여름휴가, 지리산 달궁2야영장서 '별빛과 소리의 향연' 마련",1,1,localm.kr,2026-07-16,2026-07-16,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE1RTnlxWDJsdHZ0M0lGM3N2cTRhZnJTeFZuQzhLd20tYmx6cnVjaVV3b1hJYkpDOS02QldVMU1EMnJhakxDS0hwUGtQZFgxOEtDeXdiYVphZFNQY1FJa2E5aEgzTjd2NWM?oc=5
북한산,기타,북한산국립공원 환경리더 양성…시민대학 9기 운영,1,1,ecojournal.co.kr,2026-07-16,2026-07-16,https://news.google.com/rss/articles/CBMiY0FVX3lxTE92WkJGVGlXVFRuaWdoUHdubGRVZGFMS0ZDbUYxWWlIeXFneHJKRm5iRWx2Tmx3b1RjeTVNN3J5REdua182TXlVSS1yMUxPSEliVi10YnlyRDVTTVQ1XzYzaHdodw?oc=5
내장산,행정,"한경동 내장산국립공원사무소장 “내장산 가치, 보존에서 시작…지역사회와 함께 지켜야“",1,1,아시아투데이,2026-07-16,2026-07-16,https://news.google.com/rss/articles/CBMibkFVX3lxTFBhWW0zZzNKSUljamMxVzN2QTZPZ0c5ZHQ3YVN5a2cxOGo2TzVwandISmhpMkdURUx3SkJTQlJ0SmV3NF9waWtGeDFXQ1p4b3dpc05zZDRIcWEtWlV6LUVyMVpJcVNIQTR2OU01dFV3?oc=5
계룡산,기타,"계룡산 동학사, 참된 나를 만나는 ‘명상의 숲’ 개원",1,1,불교신문,2026-07-16,2026-07-16,https://news.google.com/rss/articles/CBMiaEFVX3lxTE0zRTRTLUhSd0gwallqMGVXWVlUdm1nRy1wZE8td2tSRTBaemVtcmIwM2l0T1Jlc2U2MkhGMDNidkxTWlVNTmkwUm9JTWVqX3JscGVMQzRoRXFSYU1FV3BiaHJmc0pFZ0Rk0gFsQVVfeXFMUGZldE9TNkdtV05oSGZvb3RGNjAzZURnUEpya0FDTVlTdk1EVmJrMWZEbk9aZWo5SXlLWS1SNl9yaGpYMS1zSVZ6SWdvanZrSEljbHlIcGo4UW5KV1d4Y2tTZmtrLXJ0VllCRjIx?oc=5
(전체·공통),행정,"국립공원공단·한국남동발전, 감사 전문성 강화 '맞손'",1,1,v.daum.net,2026-07-16,2026-07-16,https://news.google.com/rss/articles/CBMiT0FVX3lxTE5NUGJ4cTI4S0s2cU5xRnlxRDBqOVF2Q242R1N1aDN2amRmanczWWNKZFJSWWpQdzJaQUFTbkpQS2VRd055c1dRbjI1OXhKYkk?oc=5
한라산,기타,“새벽 2시 몰래 올라 백록담서 술판 벌이고 스키 타고”… 얌체족에 신음하는 한라산,1,1,서울신문,2026-07-15,2026-07-15,https://news.google.com/rss/articles/CBMie0FVX3lxTE9OWEpLbHJ0MXE5dEgtOUZfMFA2Z2VfZHBobE5WT04tU2x5NlN0SG9VZFRTV0ZrNnlkMlZlUWVqTXJzbG5tRy0xY1F1NWtWd3BzVWZCX2tjaGVTaXZ5Q1F0QzN4UmxmQWp6ZXpXSTAzT0pHZ1NWVDdPUWpTVQ?oc=5
주왕산,기타,"주왕산국립공원, 올 여름은 ‘첨벙’트레킹으로 주왕산 절골계곡 일원에서 새애관광 즐긴다",1,1,씨원뉴스,2026-07-15,2026-07-15,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE9XSFBQRlRwVGgzeTIyTFJITmNJSGxkT0pXSFlRTTNHSmpRQzJVbmRjdmNwbng1Q3lDbC0zWml3dHY0VWM5dExRNVBpRmtnbldfWC12Tk9QMzFmODZJMXBXSVlfVXB4NU3SAWpBVV95cUxPamdiNm43UkM4NmdwSWlSVDlIWTQ2WC1LY3MwcThQNV9DQWU4TE1leEdTTzNpSVM2R2I1RWEtYnN3QVUwVWhjdkZlVm85Unh0bGFnQlpNM3ZlY0hhR19xa2Yzbm9tenl2cXBn?oc=5
주왕산,자원보전,주왕산 절골계곡 `첨벙` 트레킹 첫선…물속 걸으며 생태 배우는 이색 탐방,1,1,매일신문,2026-07-15,2026-07-15,https://news.google.com/rss/articles/CBMiYkFVX3lxTE9jMllIcHVPN29nbUhXSm15QzJGcWVfZzlfZDFiQmpOUlM4dGRtd3hWUzdsaGU2LUJvcWVLVS1RWUlsTThKQkgzXzNJUTVqUmhXbEVNeXRWRklGYXliRUZXdUlB?oc=5
소백산,기타,소백산 고치령 ‘통신 불통’ 끊는다…3억4000만 원 투입,1,1,kyongbuk.co.kr,2026-07-15,2026-07-15,https://news.google.com/rss/articles/CBMib0FVX3lxTE8yZVFTRmJHVGRlR0g5U2NnSlJYTVFTeU9GZjNERGFBb0tnOFl3NmlZRWxmMzV6U1YtZG5POEhFaVI5azJzNDFWSm5IVC1YZkxYNkpmYnlzYkZTYzR3ekZZckFJQl9YcHpCajRRcVJaMA?oc=5
소백산,기타,"소백산국립공원과 영주시, 통신3사와 손잡고 국립공원 통신 음영지역 해소 나선다",1,1,gukjenews.com,2026-07-15,2026-07-15,https://news.google.com/rss/articles/CBMibkFVX3lxTFBmUDYtQUh0QWs4ck9SbFFqSlhyNFNsMWJLNl95OWJOZ28xMUNZalBtNkl4QUE5UHBkc3hZaVcxb2dfa0ppb1QydHRoTmx4TVBuX1hCWFF3TjZmTTZUWWR3SUNzdk84alA2U1FmNF9R?oc=5
변산반도,기타,"[김찬희의 방방곡곡 이야기(54)] 곰소염전, 내소사, 그리고 채석강을 품고 있는 변산반도",1,1,뉴스투데이,2026-07-15,2026-07-15,https://news.google.com/rss/articles/CBMiXkFVX3lxTE9kT29ieG02TTRIRlpJYWs0VTFtREJQYktsREpod1RzakQyalo1RE55bWhST09xUnRUQ0EteTZtZFlDNm9GMk1qSGFxVW9CWTRzOGhNZnpqUU8tUGxvNkE?oc=5
금정산,기타,국립공원 산악 마라톤 제한 금정산 등 전국 확대…“과도한 규제” 비판도,1,1,부산일보,2026-07-15,2026-07-15,https://news.google.com/rss/articles/CBMidEFVX3lxTE1UbkVTcXFxakJNVHhIY3FuY2cwRWY5STM0UFhQcGNiSS1CYlcxbFJvVFJ0OWRvU29yZXRsWm5kME1nUG1UdEtlQ0pYcU02MFlmTEJ2NmxNWEJrMGMwZW90WDJiUTV6c2RWYXlsV2NES0Zwc1Ja?oc=5
금정산,기타,'대한민국 제24호 국립공원'부산 금정산 현장탐험 늘어,1,1,한스경제,2026-07-15,2026-07-15,https://news.google.com/rss/articles/CBMia0FVX3lxTE8xUnFsUHRyYUZvQnotTzVPUFgyMktGaGE5dm52b3J6ZlhOcy1IVXlyaGdwTTMyMEQ0ZU9VVk0xaXA3R0xmUlM2YXV6MUFRVGo5SkFOSlNwbG1TcjVLTlZwZ09WcGRkck1DWXRn0gFvQVVfeXFMT2ltMEV6ZUpPaHBvZVV3VjNXWGU3Z2lKb29tclJ3dHlQa3ZJRWs0N0dIUlZDcjdjYlVYRFBzT2ZwMEVRMVZvYmlINjZSMk84dGFhZnJBdHVBYU1FVnRmUm4xUkNxQ1ROek9PWW9QR1Z3?oc=5
한려해상,기타,"한려해상국립공원 여행, 거제 해금강부터 남해 금산까지",1,1,여행레저신문,2026-07-14,2026-07-14,https://news.google.com/rss/articles/CBMijgFBVV95cUxOSXJRV1BWdng4RVF3VjJTbjJaQXIzQUptaHoxcGtGOXh2ckFqVnJkYVUwRXpUMUxuelNDN1dhNmNxQ2pwdGhfWExUcURUNzJINzFCa0VjcTQ2TmdweUJaVjVXVXlZZVk1VzVydjJUUktERzZRenNUQ0Z6V1pTN3JsRmtldndyaXBNeXNHcXFR?oc=5
월악산,탐방시설,"월악산국립공원사무소, 월악산 송계 양파축제에서 청렴 캠페인 및 홍보부스 운영",1,1,v.daum.net,2026-07-13,2026-07-13,https://news.google.com/rss/articles/CBMiT0FVX3lxTFB4NlV4UlhLOXNQYzNxSFBfSTEtTEZObDZHSHJEZU10WXdzU1U4T19YSlFCTUZiNzN5RTZUMUdvcTRGOWxpLUNjQmhwdC1wRTQ?oc=5
(전체·공통),행정,"한국관광공사-국립공원공단, ‘K-트레킹’ 상품 개발",1,1,KBS 뉴스,2026-07-13,2026-07-13,https://news.google.com/rss/articles/CBMiW0FVX3lxTE1hUmxVcjZMWU5zT1dQUk9hR2c3dkJ6NW9kZmFKVkxvdEFadXZzSXRaUVh5SGh0WC14TmxYYzFkWVVaelVzUzM1Z2dVY1l0OEhiNkFDWm14Z0hzVms?oc=5
(전체·공통),행정,"국립공원 지정 때 인력까지 함께 검토…정부, 위원회 운영규정 개정 추진",1,1,에너지데일리,2026-07-13,2026-07-13,https://news.google.com/rss/articles/CBMickFVX3lxTFA0YTJwUmRIR1NCNFBsNmFhR1I5N3ptWXBtX3N2MkNKLVFlZXFDWHpoOVZjN1BiNjFTT0JmUDdjYlUxQS1kN3B6emtDREZOQVh4T3l1OWlFRkRsYkdCeVA0MGxZWjk2Qnk4eElUTWFxWHQzUQ?oc=5
팔공산,행정,"한국가스공사-국립공원공단, 팔공산 국립공원 연계 사회공헌활동 펼친다",1,1,대구MBC,2026-07-12,2026-07-12,https://news.google.com/rss/articles/CBMiTEFVX3lxTFByNlFldlVRUWpXb0RfVkg0WWJCS0dhNWdZai1XMHBzN3VkTWplSjB6LWhjOHZQX0NSR3VvZlNyaXVlb24zVXRodTZuNTI?oc=5
경주,자원보전,"국립경주공원, 외국인 대학생 생태복원. 문화체험 프로그램 운영",1,1,CBN뉴스,2026-07-12,2026-07-12,https://news.google.com/rss/articles/CBMib0FVX3lxTE9oaXdYd0tTcGY0WUQ3MFV3NFREQkl5VkFjZG5za3FhR0tIUjJHcy1wTXRKa21ucVRJTFFGc3h2TFd0ODFlb2tiVUEyWjBqcmhlYWQ5dnR2clBtV2FUV1I2bk1SMnZ6M3oweU5OMnlncw?oc=5
경주,기타,"경주월드서 사고 반복되지만 ""사람 안 다쳐 처벌 못 한다""",1,1,네이트,2026-07-11,2026-07-11,https://news.google.com/rss/articles/CBMiU0FVX3lxTE1FdTBDclhRQl9ELWpCZmFzZU5qaTl3ZHUyeEpibWFGQXJ3clRCYXB1QXRGckJxRVRTcEQzeG43LWR1OG9XMUdXcHgzQmRfRnUzWUNn?oc=5
경주,구조활동,이번엔 대관람차 추락…경주월드 2년마다 안전사고,1,1,네이트,2026-07-10,2026-07-10,https://news.google.com/rss/articles/CBMiU0FVX3lxTE9zVFB0d1pQSXdJdFRyd2ZONWFYUjNfWk5keUpOVnZPMnNjemgzdXNnLUxZdUxxMW5SalJBU1ZNc0s4amZKM3Jkd2FlcmZmcThldXZF?oc=5
(전체·공통),행정,"국립공원공단, 국민 안전산행 교육 거점 본격 운영",1,1,환경일보,2026-07-10,2026-07-10,https://news.google.com/rss/articles/CBMiaEFVX3lxTE93REdidDFtUEFMMUVTUjBTeXRhVHEzcTd5MmJsSFR5YmVoNDU5a3lQODhqSHBtWk9maTgybHJ6X2xDM2tpcFpxYkFVVnZURGVVN3JIeGNKc2x4VWgyekZmYWtTTFRtX0dk?oc=5
(전체·공통),행정,"국립공원공단, 산악안전교육센터 개소",1,1,데일리안,2026-07-10,2026-07-10,https://news.google.com/rss/articles/CBMioAJBVV95cUxNRUU1VkUzQUkyeVJYUUozcmlicHdWNlF5SmdNbWU3NVJoLXc3V0xlV3R0Z3dWVC05cFJCRzR1OTZKdTFhZmJBX1o4QnZUcm5oMTRTb2sxdUNZbmtRNmN3bGhscXRCenU5azItM2IyeHNQeDFlY2VEM0lDQmdXWXR0MDg5WjVCNzZCS3FVNm5FcEZnb2JJal9XV2pyc1pPWFN1VmFobF83cnVWam5qNUNiTWZoWXdOOGlvUHpGbTV5SUlwZkhOMFhRdTlqWXdEX09lbndlbGZUVTlDM0xIYm5YZTdTNHUyUEJ0VE1sTkJrOFpXVVFRQ25zeVljdmljTFlCM1EtUmVXdlpfWUFNWGlaNGw2aU00MHZSMkdScjNQdWI?oc=5
팔공산,자원보전,"가스공사, 팔공산 연계 생태교육 확대···대학생·취약계층 지원 나선다",1,1,이뉴스투데이,2026-07-09,2026-07-09,https://news.google.com/rss/articles/CBMicEFVX3lxTFBWNkl1Q1hwZlRHYnNCNnNTa0hpYmd3WE1ZcjdCTngzWWt1bHRNZVp5aVBMZ0xiNDFVWkZTMzNOMFRvb004bzNlTDAxQlBKRmxwOUw2LVJWaG5ZbWhrc3AtUkVJTFlGMnJQalE0eGlWbV_SAXRBVV95cUxQZTllTFhqbXJjYTEzeGJ6dUp6Si1tZDlRd1ZyQ2E1QkhpeURza0ZvdDgzMXlkcjZrdFRmQ3p6MjdZRkdiZVZwcy1tOVZ3S2c3TVBXYV9ZLTRRaFdhUWNtMVdrdll4cWJzLXZveEluVXMyZkhHcg?oc=5
덕유산,기타,덕유산 관광곤도라 하계 성수기 방문객 편의위해 운영시간 확대,1,1,프레시안,2026-07-09,2026-07-09,https://news.google.com/rss/articles/CBMia0FVX3lxTE12YkI0U3pjU0gzdVctNXdMZERrMndIZVZueDVZci1BRGh0TjVzcm1OUVdKLTFnZ1JuOFc3bmVKWWpSTTRhSUtPdVVBRzVPOWdQNGJRN1lLWFJKTW1BT1VMY1FEOWJBSmZtVWlr?oc=5
계룡산,행정,국립공원공단 ‘계룡산 바이탈 안전센터’ 운영,1,1,중부매일,2026-07-09,2026-07-09,https://news.google.com/rss/articles/CBMiakFVX3lxTE5DTFFhZnNtNEwyNWtoeGd1N1JmbmRiSzZibWFWVksxaEhnUDFJdkRFRmVsazRSeXJPRXFFcWczNUV4TllERmtsZEl6WURCZ0x6a092ZmdZWGdHNktEXzZwbG9OZ2c0Z3pOdVE?oc=5
(전체·공통),탐방시설,"한국관광공사·국립공원공단, 외국인 탐방객 300만명 유치 맞손",1,1,thepowernews.co.kr,2026-07-09,2026-07-09,https://news.google.com/rss/articles/CBMifkFVX3lxTFBFRE9kaGZnZ1VQTXhyVzdhMk9xZ2dkVHZZZzhTX1pmcmNIUzAwcE1fZjV5b0Z5amg0dFZTMTc2YnVHOGl0TGFpRlQtRUFPUjZ3S0p6VE51NEI0ZUdwMzUta2pyNWwxRkFNX1RkYllQZkxhbFFUQUxMRi1lelVxUQ?oc=5
(전체·공통),기타,"한국관광공사, 국립공원과 손잡고 K-트레킹 외국인 300만 명 유치",1,1,2news.co.kr,2026-07-09,2026-07-09,https://news.google.com/rss/articles/CBMiaEFVX3lxTFBSc3NWUk0xMV8zX2FTUjJRYWtlZWRVZUNDT0NJWTk3VWdCNFlhV2pHSEpOV2lUQ3F3YzBqeWhtejZ1T3pjb19QMFdJa1FheV9jLTVlTmlGZTRxaDB3b0pjcDhrek9USzhh?oc=5
팔공산,기타,"70년 무단점유 걷어낸 팔공산 계곡, 시민 품으로 돌아오나",1,1,v.daum.net,2026-07-08,2026-07-08,https://news.google.com/rss/articles/CBMiT0FVX3lxTFBINGhmVHQ4MDU0MGVHanhyTnBoN2p3NzVBcXpDXzg3dzRONkJRUkR3NjhUbHMxdzRkdUlNT0Z2VTJvZ21CNUNzc0tIWDB0c00?oc=5
팔공산,탐방시설,팔공산 찾은 윤호중 행안부 장관…“계곡 불법시설 완전 정비할 것”,1,1,대구일보,2026-07-08,2026-07-08,https://news.google.com/rss/articles/CBMiaEFVX3lxTE9QUUQ4U3ZQWVY4YzJ0N0RGenJ0d1h0TUlxS1V5NUd4TVB2UGZycVFkVVNpOFNhZFJ4aFpnWGduZHJKbnNqbmotaTR4VEc0RHJyNE5OWl85SEUwQWhzbE1kc2FGZGxSQ3Q1?oc=5
소백산,자원보전,"소백산국립공원, 50년 방치된 연화봉 폐통신주 철거…백두대간 경관 복원",1,1,중부매일,2026-07-08,2026-07-08,https://news.google.com/rss/articles/CBMiakFVX3lxTE1Bc1d1MlpDb2Z5elhvQTVtRXdZTHE4V1k4UmZpQlJqNlVYbmFkNGMzWDE4emhmSWhibEVTdWZRWmh4NEl4NF83bm0wQ09RNTNUTzBLaEoyVjNJT2oxa1RmVXRIMmVhS3JhMlE?oc=5
(전체·공통),기타,"""제주만 찾았다면 아쉬울 수도""... 올여름 다시 난리난 해상국립공원 여행지",1,1,발품뉴스,2026-07-08,2026-07-08,https://news.google.com/rss/articles/CBMickFVX3lxTE1jMHF1cnlCMjI2aV9xMFlIWERpaDhNOGU1NGZqNEQ0azd0OEVOVTQwZmxrNEJxVUhBQ2JEeklCbjBnQjRDOFh0SHhKQmppSGduTmtzM2NRT0xFVUgxelR0c0JUM3JaazlSQmZBUmtuekI4QdIBekFVX3lxTFBxZ0pLWXdvRHhEVkVmX1hzbVI3NDRyR1M0VXQ5ZVVmUlgxcklfUmIwOUhlRXp6Zmk5ZHdYUGpIemtxVnl4WXFuSGlscmY1M2I5U09GQU9OMEpzdDRsdlM3dTV5SzVQc0ktRGtvZEdPUmEtWncwRk9Mb1dR?oc=5
(전체·공통),탐방시설,"국립공원 대피소, ‘카톡’으로 예약 받는다",1,1,월간산,2026-07-08,2026-07-08,https://news.google.com/rss/articles/CBMiZkFVX3lxTFBueGhjVzZpNDhWcW9mX0Y1eGtKQjM2OFdhNjR6bU1hMDRJNENGYzZQU3ZjSklRdVFDeFBMaFVCOXJ6SlI1ckd0Vm1MRkVPaGVwM3Y1MG5KMWRYdHRIUTJ2U0NoeVNVZ9IBakFVX3lxTFBlUDN5bm4yYi1pblRmWll6cDY2R2JvNWs2ZzJuUUJhM0QtbTJlRUVNSlVVY2VFdExFSDQ1WWJGaTF3Z1NxSWNjQTRMcjI4dnhVTFdhaHBvcmhHQU55LVl3R0xoSl9QN3lKNEE?oc=5
한라산,기타,올해도 제주 한라산에서 별빛 가득 밤하늘을 바라본다,1,1,미디어제주,2026-07-07,2026-07-07,https://news.google.com/rss/articles/CBMibEFVX3lxTE9yVEsyS1dtR3VfbEF5dzdOT0gwQWZfYXRrRGRFdWVwYmFRN3Bab0RWNm9ydkxjS29lZng3c08xdkZuZURUT3JrdF9CM0JobjV6VE4yN2pQTEJ4M2o3V1Rlek1CRUpKdXBuSUQzcNIBcEFVX3lxTE1aLXV4c3A3TEMyekFnLUFOMnN0RDVoQmpjMmhkMTAwanB3dkRuaklnT0dqS0hXSnAtQnpLaFJDYUpsV2ZFaW80OVRoWDd0QjcyR3JfQ2psLUFialgwVUk5QzBYSmV4NlB2VmUtam5xNGQ?oc=5
경주,재난안전,경주국립공원 장마 총력 대응…산사태 위험지역 선제 점검 강화,1,1,kyongbuk.co.kr,2026-07-07,2026-07-07,https://news.google.com/rss/articles/CBMib0FVX3lxTE1uczAxT0E2Q2JuYnRuUkpNX2IzNFNGWGFHYlJOXzVkRDF5V1V6cXNXejI5el9Od1VGU0xuNWQxcUJSdFNGdWphQzNpNnUyWXR2NlhKTWpfemQ4M1FqaUtxLVY1bFlwdE9ic2pIbFpuWQ?oc=5
(전체·공통),기타,"국립공원과 곰, 지구의 절반 [뉴스룸에서]",1,1,한겨레,2026-07-07,2026-07-07,https://news.google.com/rss/articles/CBMiZkFVX3lxTE85c0xKS0xUNGtYNUlENTcybXUyUXZyMGJudnhrbG1fSEtHbGlLLWZMV1g0NzVwMkZhOGdBRkppYVRRcjB4YUZITFdySHFETEhwakwzM0FvRHZpQ2NseVBqX0JXeXdtQQ?oc=5
한라산,기타,"한라산 어승생악 정상서 별·야경 만나는 여름, 단 120명만 허락",1,1,v.daum.net,2026-07-06,2026-07-06,https://news.google.com/rss/articles/CBMiRkFVX3lxTE5rUS1JbnNvUGVpRzR6TU9Ca1VuVkVHRVB5MWVLcGczcWV3Y2pUZ3BCMUg0QUhoMlNSeGRNX3hoQkZDY3JmeVE?oc=5
설악산,구조활동,설악산 울산바위 하강 중 추락사…고립된 3명은 구조,1,1,월간산,2026-07-06,2026-07-06,https://news.google.com/rss/articles/CBMiZkFVX3lxTFA1QlJSNXkzUFdfcGR4d0phVXpvbnptRHBGN0F2QmZVOTdfeWpnYlFZSkd6UW9yUDNGRGZUX1NkOUNzMEVrZTlWSkhJWFV1MkNIMUFIdVRwRDFaNEE1WnpSczRQLXFOQdIBakFVX3lxTE9GaUhIbnh0Um83bmJ1NkVRWFpXdlFOWTB1NmNmQ3F1UmxuY0JtTmswLVROeXJ5MjIyMExYRE01eW9Nb3VGZ3lLYVkxOEJMNGxyZGVjblE3T1lHTHBMOUd1STd2V29MV3BnT2c?oc=5
가야산,기타,"올여름 피서는 성주에서… 가야산 품은 포천계곡·무흘구곡, 자연이 선물한 최고의 쉼터",1,1,v.daum.net,2026-07-06,2026-07-06,https://news.google.com/rss/articles/CBMiRkFVX3lxTE42cWhQNlhWWndEU1ZWTS0yZVlTek5NejV1SWY1cEY0b2JBRm5meUc3NmlFN3BaQXAzSlFkTXQyUjFJMVlNQmc?oc=5
치악산,재난안전,"장마철 재난 선제 대응… 치악산국립공원, 여름철 안전점검 강화",1,1,강원신문,2026-07-04,2026-07-04,https://news.google.com/rss/articles/CBMiaEFVX3lxTFBpQTdnYjN0eXhiNjViaWlmQ05wVGk0LVBfQjduem9fRllSZ216eXNwU1RQanRXZllqcjlackxYbU9LTl9RSC1uWXRVUHBZU1FlV1JHOGw1ZXU0cHY3b1NmamlYVjU3dlQt?oc=5
북한산,탐방시설,"1호 탄소중립 야영장, 북한산국립공원 사기막야영장",1,1,ecojournal.co.kr,2026-07-04,2026-07-04,https://news.google.com/rss/articles/CBMiaEFVX3lxTE5jdmFVbjcwby0xWnU0SEVEUjQwc09VbFRqTUd4M29lTXhqRkRnMVo1eXE0MmNPOTJ1Y3h2dGV5VG9GVGF2cEVuSlVhRFZRam0xY3ZkRWp2VWFsWS1sSE9qR1JLdXF4WFdf?oc=5
(전체·공통),자원보전,"""천연기념물 지질유산이 이렇게 가까이 있다니""... 남한 최대라 불리는 국립공원 절경",1,1,ardentnews.co.kr,2026-07-04,2026-07-04,https://news.google.com/rss/articles/CBMib0FVX3lxTFBBaW1oclRXd1ZHd2NMNkE2aHREOGdleVdpUlFlOVBtRERiS0ZxY0EtU1NHMFVDcHM0TjBxV0ZCWEttT2xQQ3F5MzBTN0g5YmYtSE55QUtyWkZGbWVHOExsZXVhcFFKZlZVSnBtYmRIQdIBc0FVX3lxTE1pUHpJdlExWlJraEhETnhGRGotOXVJQXgwRmlnaFZIUkhtNHk5WXR4cFg2RnN3bTJhVzE0X2tDS185NktNSFozSFJIdW5aUlMyWGZ2QUc5T09QNk1IYlVFRzFobEZjZm1WRzFCRUZVQzFtZFE?oc=5
