분야,연도,순위,키워드,빈도,기사수,출현율(%)
재난안전,2021,4,태풍,21,314,6.7
재난안전,2021,5,통제,18,314,5.7
재난안전,2021,6,사망,17,314,5.4
재난안전,2021,7,지리산,16,314,5.1
재난안전,2021,8,산불,16,314,5.1
재난안전,2021,9,오마이스,15,314,4.8
재난안전,2021,10,봄철,15,314,4.8
재난안전,2021,11,폭설,14,314,4.5
재난안전,2021,12,잇따라,14,314,4.5
재난안전,2021,13,교통사고,14,314,4.5
재난안전,2021,14,탐방로,13,314,4.1
재난안전,2021,15,1명,13,314,4.1
재난안전,2021,16,고립,12,314,3.8
재난안전,2021,17,합동,12,314,3.8
재난안전,2021,18,곳곳,11,314,3.5
재난안전,2021,19,종합,11,314,3.5
재난안전,2021,20,예방,11,314,3.5
재난안전,2020,1,점검,20,309,6.5
재난안전,2020,2,통제,18,309,5.8
재난안전,2020,3,피해,16,309,5.2
재난안전,2020,4,국립공원공단,15,309,4.9
재난안전,2020,5,강원,15,309,4.9
재난안전,2020,6,탐방로,14,309,4.5
재난안전,2020,7,태풍,14,309,4.5
재난안전,2020,8,태안해안국립공원,11,309,3.6
재난안전,2020,9,산불예방,11,309,3.6
재난안전,2020,10,경주국립공원,11,309,3.6
재난안전,2020,11,환경부,10,309,3.2
재난안전,2020,12,탄소중립,10,309,3.2
재난안전,2020,13,특별,10,309,3.2
재난안전,2020,14,안전,10,309,3.2
재난안전,2020,15,사망,10,309,3.2
재난안전,2020,16,주왕산,9,309,2.9
재난안전,2020,17,속출,9,309,2.9
재난안전,2020,18,최고,9,309,2.9
재난안전,2020,19,이재민,9,309,2.9
재난안전,2020,20,7개,8,309,2.6
재난안전,2019,1,태풍,43,274,15.7
재난안전,2019,2,예방,20,274,7.3
재난안전,2019,3,피해,16,274,5.8
재난안전,2019,4,점검,15,274,5.5
재난안전,2019,5,합동,14,274,5.1
재난안전,2019,6,캠페인,14,274,5.1
재난안전,2019,7,북한산,13,274,4.7
재난안전,2019,8,안전점검,13,274,4.7
재난안전,2019,9,강원,13,274,4.7
재난안전,2019,10,전국,12,274,4.4
재난안전,2019,11,물놀이,12,274,4.4
재난안전,2019,12,부안해경,11,274,4.0
재난안전,2019,13,국립공원공단,11,274,4.0
재난안전,2019,14,침수,11,274,4.0
재난안전,2019,15,속출,10,274,3.6
재난안전,2019,16,태백산,10,274,3.6
재난안전,2019,17,안전사고,9,274,3.3
재난안전,2019,18,통제,9,274,3.3
재난안전,2019,19,잇따라,9,274,3.3
재난안전,2019,20,가을철,8,274,2.9
재난안전,2018,1,태풍,41,223,18.4
재난안전,2018,2,솔릭,25,223,11.2
재난안전,2018,3,대설주의보,16,223,7.2
재난안전,2018,4,탐방로,15,223,6.7
재난안전,2018,5,통제,14,223,6.3
재난안전,2018,6,덕유산국립공원,13,223,5.8
재난안전,2018,7,국립공원관리공단,12,223,5.4
재난안전,2018,8,피해,12,223,5.4
재난안전,2018,9,전남,11,223,4.9
재난안전,2018,10,전면통제,11,223,4.9
재난안전,2018,11,광주,10,223,4.5
재난안전,2018,12,개방,10,223,4.5
재난안전,2018,13,점검,10,223,4.5
재난안전,2018,14,산불예방,10,223,4.5
재난안전,2018,15,캠페인,10,223,4.5
재난안전,2018,16,잇따라,10,223,4.5
재난안전,2018,17,설경,9,223,4.0
재난안전,2018,18,부안해경,9,223,4.0
재난안전,2018,19,안전사고,9,223,4.0
재난안전,2018,20,예방,9,223,4.0
재난안전,2017,1,탐방로,17,179,9.5
재난안전,2017,2,통제,13,179,7.3
재난안전,2017,3,캠페인,12,179,6.7
재난안전,2017,4,대비,11,179,6.1
재난안전,2017,5,겨울철,10,179,5.6
재난안전,2017,6,사고,8,179,4.5
재난안전,2017,7,덕유산국립공원,8,179,4.5
재난안전,2017,8,안전사고,8,179,4.5
재난안전,2017,9,강원,7,179,3.9
재난안전,2017,10,오대산,7,179,3.9
재난안전,2017,11,산불예방,7,179,3.9
재난안전,2017,12,훈련,6,179,3.4
재난안전,2017,13,재난대응,6,179,3.4
재난안전,2017,14,주의보,5,179,2.8
재난안전,2017,15,화재,5,179,2.8
재난안전,2017,16,주의,5,179,2.8
재난안전,2017,17,폭설,5,179,2.8
재난안전,2017,18,안전한국훈련,5,179,2.8
재난안전,2017,19,사망,5,179,2.8
재난안전,2017,20,합동,5,179,2.8
재난안전,2016,1,통제,32,229,14.0
재난안전,2016,2,탐방로,31,229,13.5
재난안전,2016,3,한파,15,229,6.6
재난안전,2016,4,지진,14,229,6.1
재난안전,2016,5,설악산,14,229,6.1
재난안전,2016,6,개통,13,229,5.7
재난안전,2016,7,울산,13,229,5.7
재난안전,2016,8,점검,11,229,4.8
재난안전,2016,9,피해,11,229,4.8
재난안전,2016,10,일부,10,229,4.4
재난안전,2016,11,개방,10,229,4.4
재난안전,2016,12,경주,10,229,4.4
재난안전,2016,13,충북,10,229,4.4
재난안전,2016,14,소백산,10,229,4.4
재난안전,2016,15,재산피해,9,229,3.9
재난안전,2016,16,포항,9,229,3.9
재난안전,2016,17,계곡,9,229,3.9
재난안전,2016,18,속출,9,229,3.9
재난안전,2016,19,한파특보,9,229,3.9
재난안전,2016,20,구간,8,229,3.5
자원보전,2026,1,멸종위기,160,1641,9.8
자원보전,2026,2,개화,119,1641,7.3
자원보전,2026,3,멸종위기종,73,1641,4.4
자원보전,2026,4,보전,64,1641,3.9
자원보전,2026,5,지리산,61,1641,3.7
자원보전,2026,6,복원,59,1641,3.6
자원보전,2026,7,가볼,55,1641,3.4
자원보전,2026,8,만한,54,1641,3.3
자원보전,2026,9,생태계,53,1641,3.2
자원보전,2026,10,야생동물,53,1641,3.2
자원보전,2026,11,국립공원공단,50,1641,3.0
자원보전,2026,12,야생생물,49,1641,3.0
자원보전,2026,13,확인,46,1641,2.8
자원보전,2026,14,금정산,44,1641,2.7
자원보전,2026,15,가스공사,40,1641,2.4
자원보전,2026,16,보호,39,1641,2.4
자원보전,2026,17,복수초,39,1641,2.4
자원보전,2026,18,28마리,37,1641,2.3
자원보전,2026,19,방사,36,1641,2.2
자원보전,2026,20,생물다양성,35,1641,2.1
자원보전,2025,1,보전,96,1707,5.6
자원보전,2025,2,멸종위기,89,1707,5.2
자원보전,2025,3,개화,87,1707,5.1
자원보전,2025,4,활동,73,1707,4.3
자원보전,2025,5,생태계,72,1707,4.2
자원보전,2025,6,지리산,66,1707,3.9
자원보전,2025,7,국립공원공단,62,1707,3.6
자원보전,2025,8,선정,57,1707,3.3
자원보전,2025,9,팔공산,53,1707,3.1
자원보전,2025,10,산양,52,1707,3.0
자원보전,2025,11,금정산,51,1707,3.0
자원보전,2025,12,생물다양성,51,1707,3.0
자원보전,2025,13,KT,48,1707,2.8
자원보전,2025,14,복원,47,1707,2.8
자원보전,2025,15,보호,44,1707,2.6
자원보전,2025,16,생태복원,44,1707,2.6
자원보전,2025,17,북한산,41,1707,2.4
자원보전,2025,18,멸종위기종,41,1707,2.4
자원보전,2025,19,G복지재단,37,1707,2.2
자원보전,2025,20,롯데케미칼,36,1707,2.1
자원보전,2024,1,보전,52,1271,4.1
자원보전,2024,2,선정,50,1271,3.9
자원보전,2024,3,페스티벌,48,1271,3.8
자원보전,2024,4,멸종위기,47,1271,3.7
자원보전,2024,5,지정,46,1271,3.6
자원보전,2024,6,지구하다,45,1271,3.5
자원보전,2024,7,무등산,41,1271,3.2
자원보전,2024,8,개화,36,1271,2.8
자원보전,2024,9,보호,35,1271,2.8
자원보전,2024,10,국립공원공단,34,1271,2.7
자원보전,2024,11,활동,34,1271,2.7
자원보전,2024,12,지리산,34,1271,2.7
자원보전,2024,13,생태계,33,1271,2.6
자원보전,2024,14,복원,32,1271,2.5
자원보전,2024,15,환경부,32,1271,2.5
자원보전,2024,16,광주,31,1271,2.4
자원보전,2024,17,공개,30,1271,2.4
자원보전,2024,18,발견,29,1271,2.3
자원보전,2024,19,산양,29,1271,2.3
자원보전,2024,20,단양,28,1271,2.2
자원보전,2023,1,영암군,38,874,4.3
자원보전,2023,2,ESG,33,874,3.8
자원보전,2023,3,서식지,32,874,3.7
자원보전,2023,4,KT,32,874,3.7
자원보전,2023,5,보전,31,874,3.5
자원보전,2023,6,북한산,31,874,3.5
자원보전,2023,7,개화,31,874,3.5
자원보전,2023,8,삼양식품,29,874,3.3
자원보전,2023,9,멸종위기,28,874,3.2
자원보전,2023,10,활동,28,874,3.2
자원보전,2023,11,G복지재단,28,874,3.2
자원보전,2023,12,캠페인,26,874,3.0
자원보전,2023,13,복원,24,874,2.7
자원보전,2023,14,기부,23,874,2.6
자원보전,2023,15,보호,23,874,2.6
자원보전,2023,16,생태복원,23,874,2.6
자원보전,2023,17,생물,22,874,2.5
자원보전,2023,18,롯데칠성음료,22,874,2.5
자원보전,2023,19,추진,21,874,2.4
자원보전,2023,20,소백산,21,874,2.4
자원보전,2022,1,멸종위기,32,513,6.2
자원보전,2022,2,개화,30,513,5.8
자원보전,2022,3,국내,23,513,4.5
자원보전,2022,4,여행지,22,513,4.3
자원보전,2022,5,제주,19,513,3.7
자원보전,2022,6,SRT,18,513,3.5
자원보전,2022,7,한라산,18,513,3.5
자원보전,2022,8,발견,17,513,3.3
자원보전,2022,9,선정,16,513,3.1
자원보전,2022,10,생태계,16,513,3.1
자원보전,2022,11,기념주화,15,513,2.9
자원보전,2022,12,활동,13,513,2.5
자원보전,2022,13,최고의,12,513,2.3
자원보전,2022,14,최고,12,513,2.3
자원보전,2022,15,수달,12,513,2.3
자원보전,2022,16,관광,11,513,2.1
자원보전,2022,17,멸종위기종,11,513,2.1
자원보전,2022,18,개막,11,513,2.1
자원보전,2022,19,포스코ICT,11,513,2.1
자원보전,2022,20,개발,10,513,1.9
자원보전,2021,1,복원,28,451,6.2
자원보전,2021,2,기념주화,25,451,5.5
자원보전,2021,3,발견,23,451,5.1
자원보전,2021,4,멸종위기,19,451,4.2
자원보전,2021,5,소백산,19,451,4.2
자원보전,2021,6,생태계,18,451,4.0
자원보전,2021,7,한국의,18,451,4.0
자원보전,2021,8,국내,17,451,3.8
자원보전,2021,9,휴게소,17,451,3.8
자원보전,2021,10,조폐공사,15,451,3.3
자원보전,2021,11,서식,14,451,3.1
자원보전,2021,12,고지대,14,451,3.1
자원보전,2021,13,제주,13,451,2.9
자원보전,2021,14,3곳,13,451,2.9
자원보전,2021,15,수달래,13,451,2.9
자원보전,2021,16,확인,12,451,2.7
자원보전,2021,17,속리산,12,451,2.7
자원보전,2021,18,상괭이,12,451,2.7
자원보전,2021,19,오대산,11,451,2.4
자원보전,2021,20,철거,11,451,2.4
자원보전,2020,1,멸종위기,25,447,5.6
자원보전,2020,2,추진,21,447,4.7
자원보전,2020,3,발견,21,447,4.7
자원보전,2020,4,환경부,19,447,4.3
자원보전,2020,5,매미나방,18,447,4.0
자원보전,2020,6,확인,17,447,3.8
자원보전,2020,7,소백산,17,447,3.8
자원보전,2020,8,단양군,17,447,3.8
자원보전,2020,9,정부예산,17,447,3.8
자원보전,2020,10,충남도,15,447,3.4
자원보전,2020,11,확보,15,447,3.4
자원보전,2020,12,반달가슴곰,15,447,3.4
자원보전,2020,13,복원,14,447,3.1
자원보전,2020,14,서식,14,447,3.1
자원보전,2020,15,멸종위기종,14,447,3.1
자원보전,2020,16,지정,13,447,2.9
자원보전,2020,17,캠페인,13,447,2.9
자원보전,2020,18,특수학교,13,447,2.9
자원보전,2020,19,산양,12,447,2.7
자원보전,2020,20,긴점박이올빼미,12,447,2.7
자원보전,2019,1,K2,22,316,7.0
자원보전,2019,2,제주,21,316,6.6
자원보전,2019,3,조성,15,316,4.7
자원보전,2019,4,시위,13,316,4.1
자원보전,2019,5,멸종위기,13,316,4.1
자원보전,2019,6,산양,12,316,3.8
자원보전,2019,7,복원,12,316,3.8
자원보전,2019,8,고공,12,316,3.8
자원보전,2019,9,확인,11,316,3.5
자원보전,2019,10,크레인,11,316,3.5
자원보전,2019,11,인사,11,316,3.5
자원보전,2019,12,한라산,10,316,3.2
자원보전,2019,13,종합,10,316,3.2
자원보전,2019,14,연휴,10,316,3.2
자원보전,2019,15,가야산,9,316,2.8
자원보전,2019,16,일자리,9,316,2.8
자원보전,2019,17,취업,9,316,2.8
자원보전,2019,18,정보,9,316,2.8
자원보전,2019,19,미세먼지,8,316,2.5
자원보전,2019,20,한라산국립공원,8,316,2.5
자원보전,2018,1,무주덕유산리조트,13,188,6.9
자원보전,2018,2,원앙,12,188,6.4
자원보전,2018,3,등방천,12,188,6.4
자원보전,2018,4,생태,11,188,5.9
자원보전,2018,5,흑산공항,11,188,5.9
자원보전,2018,6,정화작업,11,188,5.9
자원보전,2018,7,태안,10,188,5.3
자원보전,2018,8,환경,10,188,5.3
자원보전,2018,9,오대산,10,188,5.3
자원보전,2018,10,태안군,10,188,5.3
자원보전,2018,11,K2,9,188,4.8
자원보전,2018,12,전국,9,188,4.8
자원보전,2018,13,부영,9,188,4.8
자원보전,2018,14,지정,7,188,3.7
자원보전,2018,15,건설,7,188,3.7
자원보전,2018,16,조성,7,188,3.7
자원보전,2018,17,여행,6,188,3.2
자원보전,2018,18,모집,6,188,3.2
자원보전,2018,19,생태복원,6,188,3.2
자원보전,2018,20,장안산,5,188,2.7
자원보전,2017,1,태안,19,262,7.3
자원보전,2017,2,멸종위기,18,262,6.9
자원보전,2017,3,반달가슴곰,18,262,6.9
자원보전,2017,4,지리산,18,262,6.9
자원보전,2017,5,충남도,16,262,6.1
자원보전,2017,6,유류피해,16,262,6.1
