공원,연월,검색관심도_원값,검색관심도_환산
가야산,2016-01,2.5,4.02
가야산,2016-02,2.15,3.46
가야산,2016-03,2.95,4.75
가야산,2016-04,3.45,5.56
가야산,2016-05,3.68,5.92
가야산,2016-06,2.86,4.6
가야산,2016-07,4.89,7.87
가야산,2016-08,4.64,7.47
가야산,2016-09,3.66,5.89
가야산,2016-10,5.6,9.01
가야산,2016-11,3.57,5.75
가야산,2016-12,2.25,3.62
가야산,2017-01,3.06,4.92
가야산,2017-02,3.58,5.76
가야산,2017-03,3.83,6.16
가야산,2017-04,4.77,7.67
가야산,2017-05,4.54,7.3
가야산,2017-06,4.38,7.04
가야산,2017-07,5.79,9.31
가야산,2017-08,5.83,9.37
가야산,2017-09,5.44,8.75
가야산,2017-10,8.92,14.35
가야산,2017-11,4.31,6.94
가야산,2017-12,8.81,14.17
가야산,2018-01,3.58,5.76
가야산,2018-02,2.01,3.23
가야산,2018-03,2.92,4.7
가야산,2018-04,3.04,4.89
가야산,2018-05,4.13,6.64
가야산,2018-06,3.95,6.36
가야산,2018-07,5.63,9.06
가야산,2018-08,5.27,8.48
가야산,2018-09,5.31,8.54
가야산,2018-10,9.24,14.87
가야산,2018-11,6.41,10.32
가야산,2018-12,4.35,6.99
가야산,2019-01,4.06,6.53
가야산,2019-02,2.59,4.17
가야산,2019-03,2.85,4.59
가야산,2019-04,4.07,6.54
가야산,2019-05,5.43,8.74
가야산,2019-06,5.86,9.43
가야산,2019-07,8.45,13.6
가야산,2019-08,6.56,10.56
가야산,2019-09,5.59,8.99
가야산,2019-10,10.57,17.0
가야산,2019-11,5.55,8.93
가야산,2019-12,3.23,5.2
가야산,2020-01,3.81,6.13
가야산,2020-02,2.28,3.67
가야산,2020-03,3.08,4.95
가야산,2020-04,3.19,5.14
가야산,2020-05,5.5,8.85
가야산,2020-06,5.51,8.87
가야산,2020-07,6.08,9.78
가야산,2020-08,15.77,25.38
가야산,2020-09,5.93,9.53
가야산,2020-10,8.43,13.56
가야산,2020-11,5.06,8.13
가야산,2020-12,4.65,7.48
가야산,2021-01,5.58,8.98
가야산,2021-02,4.68,7.54
가야산,2021-03,5.18,8.34
가야산,2021-04,6.61,10.64
가야산,2021-05,6.12,9.85
가야산,2021-06,6.08,9.79
가야산,2021-07,7.06,11.36
가야산,2021-08,8.2,13.18
가야산,2021-09,8.11,13.04
가야산,2021-10,12.13,19.51
가야산,2021-11,10.25,16.48
가야산,2021-12,5.23,8.41
가야산,2022-01,4.42,7.11
가야산,2022-02,4.94,7.95
가야산,2022-03,5.85,9.4
가야산,2022-04,6.23,10.02
가야산,2022-05,6.77,10.88
가야산,2022-06,6.15,9.89
가야산,2022-07,6.09,9.79
가야산,2022-08,7.11,11.44
가야산,2022-09,7.11,11.43
가야산,2022-10,9.41,15.13
가야산,2022-11,5.85,9.41
가야산,2022-12,3.68,5.91
가야산,2023-01,3.0,4.82
가야산,2023-02,3.88,6.25
가야산,2023-03,4.7,7.57
가야산,2023-04,4.46,7.17
가야산,2023-05,4.64,7.46
가야산,2023-06,4.15,6.67
가야산,2023-07,3.27,5.27
가야산,2023-08,3.7,5.95
가야산,2023-09,3.5,5.63
가야산,2023-10,6.05,9.73
가야산,2023-11,3.6,5.8
가야산,2023-12,2.56,4.12
가야산,2024-01,2.2,3.54
가야산,2024-02,2.81,4.52
가야산,2024-03,3.21,5.16
가야산,2024-04,3.68,5.92
가야산,2024-05,3.53,5.67
가야산,2024-06,3.04,4.88
가야산,2024-07,2.75,4.42
가야산,2024-08,3.19,5.14
가야산,2024-09,3.46,5.57
가야산,2024-10,5.3,8.53
가야산,2024-11,4.4,7.07
가야산,2024-12,3.38,5.44
가야산,2025-01,2.32,3.74
가야산,2025-02,2.33,3.74
가야산,2025-03,2.83,4.55
가야산,2025-04,3.66,5.89
가야산,2025-05,2.81,4.53
가야산,2025-06,1.99,3.21
가야산,2025-07,2.23,3.58
가야산,2025-08,3.8,6.12
가야산,2025-09,2.44,3.92
가야산,2025-10,4.49,7.22
가야산,2025-11,4.52,7.28
가야산,2025-12,3.93,6.32
가야산,2026-01,2.15,3.46
가야산,2026-02,2.23,3.59
가야산,2026-03,3.07,4.94
가야산,2026-04,3.08,4.95
가야산,2026-05,3.4,5.47
가야산,2026-06,2.7,4.34
가야산,2026-07,4.08,6.56
가야산,2026-08,2.49,4.01
경주,2016-01,2.34,2.34
경주,2016-02,1.99,1.99
경주,2016-03,2.43,2.43
경주,2016-04,2.77,2.77
경주,2016-05,2.99,2.99
경주,2016-06,2.22,2.22
경주,2016-07,2.18,2.18
경주,2016-08,2.41,2.41
경주,2016-09,2.85,2.85
경주,2016-10,2.19,2.19
경주,2016-11,1.99,1.99
경주,2016-12,1.45,1.45
경주,2017-01,1.38,1.38
경주,2017-02,1.58,1.58
경주,2017-03,2.23,2.23
경주,2017-04,2.75,2.75
경주,2017-05,2.71,2.71
경주,2017-06,2.34,2.34
경주,2017-07,2.42,2.42
경주,2017-08,2.75,2.75
경주,2017-09,2.84,2.84
경주,2017-10,3.92,3.92
경주,2017-11,2.38,2.38
경주,2017-12,1.4,1.4
경주,2018-01,1.62,1.62
경주,2018-02,1.41,1.41
경주,2018-03,2.55,2.55
경주,2018-04,2.87,2.87
경주,2018-05,2.83,2.83
경주,2018-06,2.22,2.22
경주,2018-07,2.38,2.38
경주,2018-08,3.33,3.33
경주,2018-09,4.41,4.41
경주,2018-10,4.77,4.77
경주,2018-11,3.4,3.4
경주,2018-12,2.69,2.69
경주,2019-01,1.93,1.93
경주,2019-02,2.16,2.16
경주,2019-03,2.78,2.78
경주,2019-04,2.79,2.79
경주,2019-05,3.05,3.05
경주,2019-06,2.73,2.73
경주,2019-07,2.92,2.92
경주,2019-08,3.26,3.26
경주,2019-09,2.87,2.87
경주,2019-10,4.24,4.24
경주,2019-11,3.39,3.39
경주,2019-12,2.3,2.3
경주,2020-01,2.8,2.8
경주,2020-02,1.81,1.81
경주,2020-03,1.88,1.88
경주,2020-04,3.32,3.32
경주,2020-05,3.58,3.58
경주,2020-06,3.62,3.62
경주,2020-07,4.21,4.21
경주,2020-08,4.34,4.34
경주,2020-09,3.93,3.93
경주,2020-10,5.5,5.5
경주,2020-11,4.36,4.36
경주,2020-12,3.57,3.57
경주,2021-01,3.41,3.41
경주,2021-02,3.88,3.88
경주,2021-03,4.1,4.1
경주,2021-04,4.84,4.84
경주,2021-05,5.34,5.34
경주,2021-06,4.66,4.66
경주,2021-07,3.81,3.81
경주,2021-08,4.95,4.95
경주,2021-09,5.67,5.67
경주,2021-10,7.86,7.86
경주,2021-11,5.3,5.3
경주,2021-12,3.66,3.66
경주,2022-01,3.51,3.51
경주,2022-02,3.36,3.36
경주,2022-03,3.61,3.61
경주,2022-04,5.18,5.18
경주,2022-05,5.05,5.05
경주,2022-06,4.05,4.05
경주,2022-07,3.93,3.93
경주,2022-08,5.25,5.25
경주,2022-09,6.76,6.76
경주,2022-10,8.29,8.29
경주,2022-11,5.59,5.59
경주,2022-12,3.95,3.95
경주,2023-01,4.1,4.1
경주,2023-02,4.83,4.83
경주,2023-03,5.58,5.58
경주,2023-04,5.86,5.86
경주,2023-05,6.41,6.41
경주,2023-06,5.1,5.1
경주,2023-07,3.39,3.39
경주,2023-08,3.68,3.68
경주,2023-09,4.21,4.21
경주,2023-10,5.89,5.89
경주,2023-11,4.0,4.0
경주,2023-12,2.89,2.89
경주,2024-01,2.44,2.44
경주,2024-02,3.22,3.22
경주,2024-03,3.62,3.62
경주,2024-04,3.65,3.65
경주,2024-05,4.78,4.78
경주,2024-06,3.55,3.55
경주,2024-07,3.33,3.33
경주,2024-08,3.67,3.67
경주,2024-09,4.07,4.07
경주,2024-10,4.65,4.65
경주,2024-11,3.89,3.89
경주,2024-12,2.07,2.07
경주,2025-01,2.33,2.33
경주,2025-02,2.15,2.15
경주,2025-03,2.83,2.83
경주,2025-04,3.19,3.19
경주,2025-05,2.7,2.7
경주,2025-06,2.22,2.22
경주,2025-07,2.13,2.13
경주,2025-08,2.47,2.47
경주,2025-09,2.45,2.45
경주,2025-10,3.52,3.52
경주,2025-11,3.27,3.27
경주,2025-12,2.12,2.12
경주,2026-01,1.76,1.76
경주,2026-02,2.36,2.36
경주,2026-03,2.14,2.14
경주,2026-04,2.44,2.44
경주,2026-05,2.67,2.67
경주,2026-06,1.84,1.84
경주,2026-07,1.79,1.79
경주,2026-08,1.1,1.1
계룡산,2016-01,4.22,4.22
계룡산,2016-02,3.5,3.5
계룡산,2016-03,5.81,5.81
계룡산,2016-04,5.51,5.51
계룡산,2016-05,6.2,6.2
계룡산,2016-06,4.76,4.76
계룡산,2016-07,5.4,5.4
계룡산,2016-08,6.07,6.07
계룡산,2016-09,5.99,5.99
계룡산,2016-10,8.98,8.98
계룡산,2016-11,5.75,5.75
계룡산,2016-12,2.05,2.05
계룡산,2017-01,1.99,1.99
계룡산,2017-02,4.29,4.29
계룡산,2017-03,6.81,6.81
계룡산,2017-04,7.37,7.37
계룡산,2017-05,8.17,8.17
계룡산,2017-06,6.13,6.13
계룡산,2017-07,5.24,5.24
계룡산,2017-08,6.74,6.74
계룡산,2017-09,7.58,7.58
계룡산,2017-10,14.38,14.38
계룡산,2017-11,8.63,8.63
계룡산,2017-12,4.0,4.0
계룡산,2018-01,4.75,4.75
계룡산,2018-02,4.19,4.19
계룡산,2018-03,8.13,8.13
계룡산,2018-04,6.74,6.74
계룡산,2018-05,9.95,9.95
계룡산,2018-06,8.66,8.66
계룡산,2018-07,6.75,6.75
계룡산,2018-08,5.07,5.07
계룡산,2018-09,8.83,8.83
계룡산,2018-10,15.66,15.66
계룡산,2018-11,12.98,12.98
계룡산,2018-12,5.1,5.1
계룡산,2019-01,4.67,4.67
계룡산,2019-02,5.49,5.49
계룡산,2019-03,7.34,7.34
계룡산,2019-04,4.99,4.99
계룡산,2019-05,7.17,7.17
계룡산,2019-06,6.25,6.25
계룡산,2019-07,7.74,7.74
계룡산,2019-08,7.53,7.53
계룡산,2019-09,6.61,6.61
계룡산,2019-10,13.15,13.15
계룡산,2019-11,6.02,6.02
계룡산,2019-12,3.17,3.17
계룡산,2020-01,4.26,4.26
계룡산,2020-02,4.32,4.32
계룡산,2020-03,5.08,5.08
계룡산,2020-04,5.27,5.27
계룡산,2020-05,4.88,4.88
계룡산,2020-06,3.93,3.93
계룡산,2020-07,4.43,4.43
계룡산,2020-08,9.93,9.93
계룡산,2020-09,9.41,9.41
계룡산,2020-10,10.2,10.2
계룡산,2020-11,3.97,3.97
계룡산,2020-12,5.72,5.72
계룡산,2021-01,9.11,9.11
계룡산,2021-02,6.64,6.64
계룡산,2021-03,8.06,8.06
계룡산,2021-04,7.33,7.33
계룡산,2021-05,9.06,9.06
계룡산,2021-06,8.31,8.31
계룡산,2021-07,7.74,7.74
계룡산,2021-08,7.54,7.54
계룡산,2021-09,8.09,8.09
계룡산,2021-10,13.26,13.26
계룡산,2021-11,7.86,7.86
계룡산,2021-12,4.36,4.36
계룡산,2022-01,2.77,2.77
계룡산,2022-02,2.67,2.67
계룡산,2022-03,3.44,3.44
계룡산,2022-04,4.53,4.53
계룡산,2022-05,4.56,4.56
계룡산,2022-06,3.96,3.96
계룡산,2022-07,3.85,3.85
계룡산,2022-08,4.36,4.36
계룡산,2022-09,4.47,4.47
계룡산,2022-10,4.68,4.68
계룡산,2022-11,3.09,3.09
계룡산,2022-12,2.29,2.29
계룡산,2023-01,2.09,2.09
계룡산,2023-02,2.77,2.77
계룡산,2023-03,4.12,4.12
계룡산,2023-04,3.84,3.84
계룡산,2023-05,3.94,3.94
계룡산,2023-06,3.67,3.67
계룡산,2023-07,4.37,4.37
계룡산,2023-08,3.88,3.88
계룡산,2023-09,3.41,3.41
계룡산,2023-10,5.3,5.3
계룡산,2023-11,3.37,3.37
계룡산,2023-12,2.77,2.77
계룡산,2024-01,2.14,2.14
계룡산,2024-02,2.61,2.61
계룡산,2024-03,3.43,3.43
계룡산,2024-04,3.98,3.98
계룡산,2024-05,3.47,3.47
계룡산,2024-06,2.93,2.93
계룡산,2024-07,3.09,3.09
계룡산,2024-08,2.79,2.79
계룡산,2024-09,3.05,3.05
계룡산,2024-10,3.78,3.78
계룡산,2024-11,2.93,2.93
계룡산,2024-12,1.88,1.88
계룡산,2025-01,2.64,2.64
계룡산,2025-02,2.39,2.39
계룡산,2025-03,2.49,2.49
계룡산,2025-04,2.97,2.97
계룡산,2025-05,3.19,3.19
계룡산,2025-06,3.86,3.86
계룡산,2025-07,3.53,3.53
계룡산,2025-08,3.42,3.42
계룡산,2025-09,3.02,3.02
계룡산,2025-10,3.87,3.87
계룡산,2025-11,3.81,3.81
계룡산,2025-12,2.13,2.13
계룡산,2026-01,2.38,2.38
계룡산,2026-02,2.38,2.38
계룡산,2026-03,2.88,2.88
계룡산,2026-04,3.28,3.28
계룡산,2026-05,3.0,3.0
계룡산,2026-06,2.61,2.61
계룡산,2026-07,3.69,3.69
계룡산,2026-08,1.75,1.75
금정산,2016-02,0.01,0.01
금정산,2016-04,0.03,0.03
금정산,2016-08,0.01,0.01
금정산,2016-09,0.01,0.01
금정산,2016-10,0.01,0.01
금정산,2017-01,0.01,0.01
금정산,2017-02,0.02,0.02
금정산,2017-03,0.18,0.18
금정산,2017-06,0.02,0.02
금정산,2017-07,0.02,0.02
금정산,2017-09,0.01,0.01
금정산,2017-10,0.03,0.03
금정산,2017-11,0.08,0.08
금정산,2017-12,0.01,0.01
금정산,2018-02,0.02,0.02
금정산,2018-03,0.09,0.09
금정산,2018-04,0.25,0.25
금정산,2018-05,0.04,0.04
금정산,2018-06,0.07,0.07
금정산,2018-07,0.03,0.03
금정산,2018-08,0.15,0.15
금정산,2018-09,0.08,0.08
금정산,2018-10,0.51,0.51
금정산,2018-11,0.28,0.28
금정산,2018-12,0.25,0.25
금정산,2019-01,0.1,0.1
금정산,2019-02,0.19,0.19
금정산,2019-03,0.24,0.24
금정산,2019-04,0.13,0.13
금정산,2019-05,0.09,0.09
금정산,2019-06,0.25,0.25
금정산,2019-07,0.49,0.49
금정산,2019-08,0.47,0.47
금정산,2019-09,0.4,0.4
금정산,2019-10,0.45,0.45
금정산,2019-11,0.47,0.47
금정산,2019-12,0.31,0.31
금정산,2020-01,0.45,0.45
금정산,2020-02,0.43,0.43
금정산,2020-03,0.6,0.6
금정산,2020-04,0.31,0.31
금정산,2020-05,0.23,0.23
금정산,2020-06,0.26,0.26
금정산,2020-07,0.26,0.26
금정산,2020-08,0.19,0.19
금정산,2020-09,0.15,0.15
금정산,2020-10,0.21,0.21
금정산,2020-11,0.3,0.3
금정산,2020-12,0.2,0.2
금정산,2021-01,0.05,0.05
금정산,2021-02,0.03,0.03
금정산,2021-03,0.25,0.25
금정산,2021-04,0.23,0.23
금정산,2021-05,0.24,0.24
금정산,2021-06,0.43,0.43
금정산,2021-07,0.19,0.19
금정산,2021-08,0.96,0.96
금정산,2021-09,0.91,0.91
금정산,2021-10,0.82,0.82
금정산,2021-11,0.6,0.6
금정산,2021-12,0.49,0.49
금정산,2022-01,0.31,0.31
금정산,2022-02,0.25,0.25
금정산,2022-03,0.16,0.16
금정산,2022-04,0.14,0.14
금정산,2022-05,0.12,0.12
금정산,2022-06,0.13,0.13
금정산,2022-07,0.11,0.11
금정산,2022-08,0.09,0.09
금정산,2022-09,0.1,0.1
금정산,2022-10,0.14,0.14
금정산,2022-11,0.12,0.12
금정산,2022-12,0.03,0.03
금정산,2023-01,0.06,0.06
금정산,2023-02,0.04,0.04
금정산,2023-03,0.08,0.08
금정산,2023-04,0.1,0.1
금정산,2023-05,0.36,0.36
금정산,2023-06,0.19,0.19
금정산,2023-07,0.44,0.44
금정산,2023-08,0.91,0.91
금정산,2023-09,0.3,0.3
금정산,2023-10,0.61,0.61
금정산,2023-11,0.38,0.38
금정산,2023-12,0.81,0.81
금정산,2024-01,0.89,0.89
금정산,2024-02,0.69,0.69
금정산,2024-03,0.73,0.73
금정산,2024-04,0.57,0.57
금정산,2024-05,0.43,0.43
금정산,2024-06,2.52,2.52
금정산,2024-07,1.29,1.29
금정산,2024-08,2.65,2.65
금정산,2024-09,2.02,2.02
금정산,2024-10,1.93,1.93
금정산,2024-11,2.05,2.05
금정산,2024-12,2.7,2.7
금정산,2025-01,2.18,2.18
금정산,2025-02,2.12,2.12
금정산,2025-03,1.96,1.96
금정산,2025-04,1.57,1.57
금정산,2025-05,2.09,2.09
금정산,2025-06,2.87,2.87
금정산,2025-07,3.52,3.52
금정산,2025-08,1.91,1.91
금정산,2025-09,3.29,3.29
금정산,2025-10,9.83,9.83
금정산,2025-11,42.68,42.68
금정산,2025-12,13.59,13.59
금정산,2026-01,7.14,7.14
금정산,2026-02,9.73,9.73
금정산,2026-03,15.8,15.8
금정산,2026-04,8.7,8.7
금정산,2026-05,8.11,8.11
금정산,2026-06,4.75,4.75
금정산,2026-07,4.18,4.18
금정산,2026-08,2.08,2.08
내장산,2016-01,2.28,4.94
내장산,2016-02,1.86,4.04
내장산,2016-03,2.19,4.76
내장산,2016-04,2.48,5.37
내장산,2016-05,4.03,8.75
내장산,2016-06,2.82,6.12
내장산,2016-07,2.83,6.15
내장산,2016-08,2.75,5.96
내장산,2016-09,3.5,7.59
내장산,2016-10,6.31,13.7
내장산,2016-11,7.35,15.94
내장산,2016-12,1.03,2.24
내장산,2017-01,1.01,2.18
내장산,2017-02,2.04,4.43
내장산,2017-03,2.86,6.22
내장산,2017-04,3.36,7.29
내장산,2017-05,4.09,8.87
내장산,2017-06,3.41,7.39
내장산,2017-07,3.48,7.56
내장산,2017-08,5.0,10.85
내장산,2017-09,6.82,14.79
내장산,2017-10,16.87,36.62
내장산,2017-11,9.24,20.05
내장산,2017-12,2.03,4.4
내장산,2018-01,3.49,7.58
내장산,2018-02,2.36,5.12
내장산,2018-03,2.89,6.28
내장산,2018-04,3.14,6.81
내장산,2018-05,3.96,8.59
내장산,2018-06,3.2,6.95
내장산,2018-07,3.6,7.82
내장산,2018-08,4.3,9.33
내장산,2018-09,4.15,9.01
내장산,2018-10,9.67,20.98
내장산,2018-11,9.48,20.57
내장산,2018-12,2.28,4.94
내장산,2019-01,1.89,4.1
내장산,2019-02,2.31,5.02
내장산,2019-03,1.86,4.03
내장산,2019-04,2.77,6.0
내장산,2019-05,3.8,8.24
내장산,2019-06,3.23,7.02
내장산,2019-07,3.69,8.01
내장산,2019-08,5.63,12.22
내장산,2019-09,6.74,14.63
내장산,2019-10,21.24,46.09
내장산,2019-11,11.37,24.68
내장산,2019-12,1.97,4.28
내장산,2020-01,1.52,3.29
내장산,2020-02,1.41,3.06
내장산,2020-03,1.83,3.96
내장산,2020-04,2.16,4.7
내장산,2020-05,2.69,5.83
내장산,2020-06,2.95,6.41
내장산,2020-07,3.94,8.56
내장산,2020-08,5.25,11.4
내장산,2020-09,6.17,13.39
내장산,2020-10,16.32,35.43
내장산,2020-11,10.29,22.32
내장산,2020-12,2.85,6.19
내장산,2021-01,5.71,12.4
내장산,2021-02,3.61,7.84
내장산,2021-03,3.98,8.63
내장산,2021-04,2.45,5.32
내장산,2021-05,3.21,6.96
내장산,2021-06,4.06,8.82
내장산,2021-07,4.65,10.09
내장산,2021-08,6.01,13.05
내장산,2021-09,10.11,21.95
내장산,2021-10,30.25,65.64
내장산,2021-11,28.42,61.67
내장산,2021-12,2.33,5.05
내장산,2022-01,2.93,6.35
내장산,2022-02,3.02,6.55
내장산,2022-03,2.85,6.19
내장산,2022-04,4.24,9.2
내장산,2022-05,4.1,8.89
내장산,2022-06,3.62,7.85
내장산,2022-07,4.32,9.37
내장산,2022-08,6.09,13.22
내장산,2022-09,9.47,20.54
내장산,2022-10,26.91,58.4
내장산,2022-11,13.88,30.13
내장산,2022-12,1.94,4.21
내장산,2023-01,1.66,3.61
내장산,2023-02,1.67,3.62
내장산,2023-03,2.89,6.27
내장산,2023-04,3.34,7.25
내장산,2023-05,3.59,7.79
내장산,2023-06,3.52,7.64
내장산,2023-07,3.34,7.25
내장산,2023-08,4.8,10.42
내장산,2023-09,5.58,12.1
내장산,2023-10,24.18,52.47
내장산,2023-11,15.26,33.11
내장산,2023-12,1.88,4.08
내장산,2024-01,1.54,3.34
내장산,2024-02,1.56,3.39
내장산,2024-03,1.98,4.29
내장산,2024-04,2.66,5.77
내장산,2024-05,3.19,6.93
내장산,2024-06,2.88,6.25
내장산,2024-07,2.99,6.48
내장산,2024-08,3.98,8.63
내장산,2024-09,5.73,12.43
내장산,2024-10,13.06,28.34
내장산,2024-11,12.83,27.84
내장산,2024-12,2.03,4.41
내장산,2025-01,2.31,5.01
내장산,2025-02,1.74,3.78
내장산,2025-03,1.49,3.24
내장산,2025-04,2.86,6.21
내장산,2025-05,3.31,7.19
내장산,2025-06,2.96,6.42
내장산,2025-07,3.97,8.62
내장산,2025-08,9.26,20.1
내장산,2025-09,8.09,17.56
내장산,2025-10,16.41,35.61
내장산,2025-11,28.37,61.56
내장산,2025-12,2.16,4.7
내장산,2026-01,2.01,4.37
내장산,2026-02,2.22,4.82
내장산,2026-03,2.37,5.14
내장산,2026-04,2.13,4.62
내장산,2026-05,1.96,4.26
내장산,2026-06,1.5,3.25
내장산,2026-07,1.91,4.14
내장산,2026-08,1.22,2.65
다도해해상,2016-01,3.53,3.53
다도해해상,2016-02,3.63,3.63
다도해해상,2016-03,5.24,5.24
다도해해상,2016-04,6.07,6.07
다도해해상,2016-05,6.24,6.24
다도해해상,2016-06,6.37,6.37
다도해해상,2016-07,8.1,8.1
다도해해상,2016-08,5.94,5.94
다도해해상,2016-09,2.97,2.97
다도해해상,2016-10,2.22,2.22
다도해해상,2016-11,1.81,1.81
다도해해상,2016-12,1.42,1.42
다도해해상,2017-01,1.14,1.14
다도해해상,2017-02,1.37,1.37
다도해해상,2017-03,2.94,2.94
다도해해상,2017-04,3.82,3.82
다도해해상,2017-05,5.07,5.07
다도해해상,2017-06,6.08,6.08
다도해해상,2017-07,6.67,6.67
다도해해상,2017-08,6.57,6.57
다도해해상,2017-09,5.81,5.81
다도해해상,2017-10,5.47,5.47
다도해해상,2017-11,3.5,3.5
다도해해상,2017-12,3.16,3.16
다도해해상,2018-01,2.75,2.75
다도해해상,2018-02,2.39,2.39
다도해해상,2018-03,4.12,4.12
다도해해상,2018-04,4.78,4.78
다도해해상,2018-05,6.3,6.3
다도해해상,2018-06,4.86,4.86
다도해해상,2018-07,6.31,6.31
다도해해상,2018-08,5.0,5.0
다도해해상,2018-09,3.02,3.02
다도해해상,2018-10,3.24,3.24
다도해해상,2018-11,3.09,3.09
다도해해상,2018-12,2.56,2.56
다도해해상,2019-01,5.21,5.21
다도해해상,2019-02,2.37,2.37
다도해해상,2019-03,2.31,2.31
다도해해상,2019-04,2.73,2.73
다도해해상,2019-05,3.76,3.76
다도해해상,2019-06,4.69,4.69
다도해해상,2019-07,5.96,5.96
다도해해상,2019-08,5.81,5.81
다도해해상,2019-09,3.99,3.99
다도해해상,2019-10,2.99,2.99
다도해해상,2019-11,1.85,1.85
다도해해상,2019-12,2.67,2.67
다도해해상,2020-01,2.26,2.26
다도해해상,2020-02,2.24,2.24
다도해해상,2020-03,2.55,2.55
다도해해상,2020-04,5.02,5.02
다도해해상,2020-05,5.49,5.49
다도해해상,2020-06,5.81,5.81
다도해해상,2020-07,9.12,9.12
다도해해상,2020-08,7.88,7.88
다도해해상,2020-09,10.21,10.21
다도해해상,2020-10,5.7,5.7
다도해해상,2020-11,4.74,4.74
다도해해상,2020-12,5.26,5.26
다도해해상,2021-01,4.02,4.02
다도해해상,2021-02,6.18,6.18
다도해해상,2021-03,5.75,5.75
다도해해상,2021-04,6.51,6.51
다도해해상,2021-05,7.48,7.48
다도해해상,2021-06,8.05,8.05
다도해해상,2021-07,8.4,8.4
다도해해상,2021-08,8.2,8.2
다도해해상,2021-09,6.54,6.54
다도해해상,2021-10,6.69,6.69
다도해해상,2021-11,5.29,5.29
다도해해상,2021-12,4.08,4.08
다도해해상,2022-01,2.99,2.99
다도해해상,2022-02,3.34,3.34
다도해해상,2022-03,3.28,3.28
다도해해상,2022-04,3.46,3.46
다도해해상,2022-05,6.52,6.52
다도해해상,2022-06,7.88,7.88
다도해해상,2022-07,10.2,10.2
다도해해상,2022-08,8.39,8.39
다도해해상,2022-09,5.36,5.36
다도해해상,2022-10,7.82,7.82
다도해해상,2022-11,4.56,4.56
다도해해상,2022-12,3.13,3.13
다도해해상,2023-01,3.5,3.5
다도해해상,2023-02,3.63,3.63
다도해해상,2023-03,4.6,4.6
다도해해상,2023-04,6.08,6.08
다도해해상,2023-05,6.1,6.1
다도해해상,2023-06,6.62,6.62
다도해해상,2023-07,5.78,5.78
다도해해상,2023-08,6.15,6.15
다도해해상,2023-09,4.79,4.79
다도해해상,2023-10,4.67,4.67
다도해해상,2023-11,3.83,3.83
다도해해상,2023-12,2.87,2.87
다도해해상,2024-01,2.87,2.87
다도해해상,2024-02,3.1,3.1
다도해해상,2024-03,3.73,3.73
다도해해상,2024-04,4.39,4.39
다도해해상,2024-05,5.19,5.19
다도해해상,2024-06,5.59,5.59
다도해해상,2024-07,4.88,4.88
다도해해상,2024-08,7.51,7.51
다도해해상,2024-09,3.58,3.58
다도해해상,2024-10,4.51,4.51
다도해해상,2024-11,1.62,1.62
다도해해상,2024-12,1.11,1.11
다도해해상,2025-01,1.56,1.56
다도해해상,2025-02,1.37,1.37
다도해해상,2025-03,2.11,2.11
다도해해상,2025-04,2.12,2.12
다도해해상,2025-05,1.97,1.97
다도해해상,2025-06,1.74,1.74
다도해해상,2025-07,1.86,1.86
다도해해상,2025-08,1.71,1.71
다도해해상,2025-09,1.82,1.82
다도해해상,2025-10,1.72,1.72
다도해해상,2025-11,1.08,1.08
다도해해상,2025-12,1.21,1.21
다도해해상,2026-01,1.42,1.42
다도해해상,2026-02,1.42,1.42
다도해해상,2026-03,1.52,1.52
다도해해상,2026-04,1.72,1.72
다도해해상,2026-05,1.33,1.33
다도해해상,2026-06,1.27,1.27
다도해해상,2026-07,1.51,1.51
다도해해상,2026-08,0.79,0.79
덕유산,2016-01,14.4,23.16
덕유산,2016-02,6.05,9.73
덕유산,2016-03,5.17,8.32
덕유산,2016-04,6.51,10.46
덕유산,2016-05,10.42,16.77
덕유산,2016-06,7.85,12.63
덕유산,2016-07,8.3,13.35
덕유산,2016-08,6.76,10.87
덕유산,2016-09,4.22,6.79
덕유산,2016-10,6.31,10.15
덕유산,2016-11,4.92,7.92
덕유산,2016-12,6.69,10.76
덕유산,2017-01,11.21,18.04
덕유산,2017-02,5.7,9.18
덕유산,2017-03,2.86,4.6
덕유산,2017-04,5.83,9.38
덕유산,2017-05,10.61,17.06
덕유산,2017-06,8.57,13.78
덕유산,2017-07,7.91,12.72
덕유산,2017-08,5.8,9.34
덕유산,2017-09,3.82,6.14
덕유산,2017-10,5.76,9.26
덕유산,2017-11,4.85,7.8
덕유산,2017-12,7.0,11.25
덕유산,2018-01,13.25,21.31
덕유산,2018-02,5.0,8.04
덕유산,2018-03,5.1,8.21
덕유산,2018-04,5.21,8.39
덕유산,2018-05,9.32,14.99
덕유산,2018-06,6.61,10.63
덕유산,2018-07,6.54,10.52
덕유산,2018-08,4.43,7.12
덕유산,2018-09,2.7,4.35
덕유산,2018-10,4.03,6.48
덕유산,2018-11,2.46,3.96
덕유산,2018-12,4.22,6.79
덕유산,2019-01,4.48,7.21
덕유산,2019-02,3.21,5.16
덕유산,2019-03,1.91,3.07
덕유산,2019-04,2.43,3.9
덕유산,2019-05,4.32,6.95
덕유산,2019-06,3.87,6.23
덕유산,2019-07,4.87,7.83
덕유산,2019-08,5.27,8.48
덕유산,2019-09,3.03,4.87
덕유산,2019-10,3.68,5.92
덕유산,2019-11,3.54,5.7
