공원,연월,검색관심도_원값,검색관심도_환산
치악산,2024-05,3.9,3.9
치악산,2024-06,3.96,3.96
치악산,2024-07,3.61,3.61
치악산,2024-08,4.49,4.49
치악산,2024-09,3.98,3.98
치악산,2024-10,4.93,4.93
치악산,2024-11,4.69,4.69
치악산,2024-12,3.79,3.79
치악산,2025-01,3.83,3.83
치악산,2025-02,3.35,3.35
치악산,2025-03,3.18,3.18
치악산,2025-04,3.03,3.03
치악산,2025-05,3.2,3.2
치악산,2025-06,3.0,3.0
치악산,2025-07,3.11,3.11
치악산,2025-08,3.46,3.46
치악산,2025-09,2.96,2.96
치악산,2025-10,3.56,3.56
치악산,2025-11,2.89,2.89
치악산,2025-12,2.5,2.5
치악산,2026-01,2.71,2.71
치악산,2026-02,2.3,2.3
치악산,2026-03,3.78,3.78
치악산,2026-04,4.03,4.03
치악산,2026-05,4.2,4.2
치악산,2026-06,3.16,3.16
치악산,2026-07,4.8,4.8
치악산,2026-08,3.19,3.19
태백산,2016-01,2.85,2.85
태백산,2016-02,2.11,2.11
태백산,2016-03,1.56,1.56
태백산,2016-04,11.59,11.59
태백산,2016-05,8.59,8.59
태백산,2016-06,5.41,5.41
태백산,2016-07,5.7,5.7
태백산,2016-08,14.39,14.39
태백산,2016-09,10.61,10.61
태백산,2016-10,9.15,9.15
태백산,2016-11,7.98,7.98
태백산,2016-12,12.05,12.05
태백산,2017-01,20.38,20.38
태백산,2017-02,10.51,10.51
태백산,2017-03,5.32,5.32
태백산,2017-04,5.55,5.55
태백산,2017-05,7.33,7.33
태백산,2017-06,6.19,6.19
태백산,2017-07,6.36,6.36
태백산,2017-08,7.54,7.54
태백산,2017-09,5.98,5.98
태백산,2017-10,6.06,6.06
태백산,2017-11,6.13,6.13
태백산,2017-12,9.43,9.43
태백산,2018-01,15.33,15.33
태백산,2018-02,6.39,6.39
태백산,2018-03,6.8,6.8
태백산,2018-04,4.61,4.61
태백산,2018-05,5.81,5.81
태백산,2018-06,4.32,4.32
태백산,2018-07,5.76,5.76
태백산,2018-08,5.55,5.55
태백산,2018-09,4.07,4.07
태백산,2018-10,7.0,7.0
태백산,2018-11,5.9,5.9
태백산,2018-12,7.9,7.9
태백산,2019-01,19.24,19.24
태백산,2019-02,10.2,10.2
태백산,2019-03,4.41,4.41
태백산,2019-04,4.34,4.34
태백산,2019-05,5.32,5.32
태백산,2019-06,4.29,4.29
태백산,2019-07,6.01,6.01
태백산,2019-08,5.32,5.32
태백산,2019-09,3.26,3.26
태백산,2019-10,4.63,4.63
태백산,2019-11,5.03,5.03
태백산,2019-12,8.84,8.84
태백산,2020-01,17.15,17.15
태백산,2020-02,11.76,11.76
태백산,2020-03,4.61,4.61
태백산,2020-04,4.08,4.08
태백산,2020-05,3.93,3.93
태백산,2020-06,3.52,3.52
태백산,2020-07,4.67,4.67
태백산,2020-08,5.17,5.17
태백산,2020-09,3.88,3.88
태백산,2020-10,5.83,5.83
태백산,2020-11,7.27,7.27
태백산,2020-12,16.37,16.37
태백산,2021-01,18.55,18.55
태백산,2021-02,7.42,7.42
태백산,2021-03,5.54,5.54
태백산,2021-04,4.12,4.12
태백산,2021-05,4.05,4.05
태백산,2021-06,4.63,4.63
태백산,2021-07,4.63,4.63
태백산,2021-08,5.66,5.66
태백산,2021-09,3.48,3.48
태백산,2021-10,4.13,4.13
태백산,2021-11,5.41,5.41
태백산,2021-12,9.74,9.74
태백산,2022-01,9.93,9.93
태백산,2022-02,12.61,12.61
태백산,2022-03,7.31,7.31
태백산,2022-04,3.07,3.07
태백산,2022-05,3.7,3.7
태백산,2022-06,3.18,3.18
태백산,2022-07,6.19,6.19
태백산,2022-08,5.64,5.64
태백산,2022-09,3.59,3.59
태백산,2022-10,4.42,4.42
태백산,2022-11,3.38,3.38
태백산,2022-12,7.09,7.09
태백산,2023-01,16.35,16.35
태백산,2023-02,7.09,7.09
태백산,2023-03,2.95,2.95
태백산,2023-04,3.78,3.78
태백산,2023-05,5.26,5.26
태백산,2023-06,5.8,5.8
태백산,2023-07,6.59,6.59
태백산,2023-08,5.47,5.47
태백산,2023-09,3.72,3.72
태백산,2023-10,4.38,4.38
태백산,2023-11,3.76,3.76
태백산,2023-12,9.39,9.39
태백산,2024-01,13.34,13.34
태백산,2024-02,12.7,12.7
태백산,2024-03,3.78,3.78
태백산,2024-04,3.23,3.23
태백산,2024-05,5.02,5.02
태백산,2024-06,4.25,4.25
태백산,2024-07,5.68,5.68
태백산,2024-08,6.47,6.47
태백산,2024-09,6.1,6.1
태백산,2024-10,4.86,4.86
태백산,2024-11,4.32,4.32
태백산,2024-12,5.36,5.36
태백산,2025-01,8.83,8.83
태백산,2025-02,6.54,6.54
태백산,2025-03,4.95,4.95
태백산,2025-04,2.56,2.56
태백산,2025-05,3.33,3.33
태백산,2025-06,3.06,3.06
태백산,2025-07,5.71,5.71
태백산,2025-08,5.36,5.36
태백산,2025-09,3.13,3.13
태백산,2025-10,4.41,4.41
태백산,2025-11,3.96,3.96
태백산,2025-12,5.33,5.33
태백산,2026-01,8.88,8.88
태백산,2026-02,5.8,5.8
태백산,2026-03,4.42,4.42
태백산,2026-04,3.15,3.15
태백산,2026-05,3.45,3.45
태백산,2026-06,3.08,3.08
태백산,2026-07,5.1,5.1
태백산,2026-08,10.06,10.06
태안해안,2016-01,2.52,2.52
태안해안,2016-02,2.83,2.83
태안해안,2016-03,3.67,3.67
태안해안,2016-04,4.22,4.22
태안해안,2016-05,4.06,4.06
태안해안,2016-06,3.91,3.91
태안해안,2016-07,3.8,3.8
태안해안,2016-08,3.98,3.98
태안해안,2016-09,2.63,2.63
태안해안,2016-10,2.19,2.19
태안해안,2016-11,1.88,1.88
태안해안,2016-12,1.5,1.5
태안해안,2017-01,1.25,1.25
태안해안,2017-02,1.84,1.84
태안해안,2017-03,2.52,2.52
태안해안,2017-04,3.24,3.24
태안해안,2017-05,3.99,3.99
태안해안,2017-06,3.32,3.32
태안해안,2017-07,3.26,3.26
태안해안,2017-08,3.81,3.81
태안해안,2017-09,3.77,3.77
태안해안,2017-10,3.66,3.66
태안해안,2017-11,2.34,2.34
태안해안,2017-12,2.24,2.24
태안해안,2018-01,1.91,1.91
태안해안,2018-02,1.78,1.78
태안해안,2018-03,3.14,3.14
태안해안,2018-04,3.68,3.68
태안해안,2018-05,3.85,3.85
태안해안,2018-06,3.57,3.57
태안해안,2018-07,3.63,3.63
태안해안,2018-08,3.51,3.51
태안해안,2018-09,3.27,3.27
태안해안,2018-10,3.36,3.36
태안해안,2018-11,2.18,2.18
태안해안,2018-12,2.12,2.12
태안해안,2019-01,1.95,1.95
태안해안,2019-02,2.19,2.19
태안해안,2019-03,3.02,3.02
태안해안,2019-04,3.92,3.92
태안해안,2019-05,5.38,5.38
태안해안,2019-06,4.34,4.34
태안해안,2019-07,4.35,4.35
태안해안,2019-08,4.57,4.57
태안해안,2019-09,2.91,2.91
태안해안,2019-10,3.37,3.37
태안해안,2019-11,2.7,2.7
태안해안,2019-12,2.07,2.07
태안해안,2020-01,2.27,2.27
태안해안,2020-02,2.18,2.18
태안해안,2020-03,3.55,3.55
태안해안,2020-04,4.97,4.97
태안해안,2020-05,5.46,5.46
태안해안,2020-06,5.3,5.3
태안해안,2020-07,5.7,5.7
태안해안,2020-08,4.94,4.94
태안해안,2020-09,4.48,4.48
태안해안,2020-10,5.06,5.06
태안해안,2020-11,3.19,3.19
태안해안,2020-12,3.37,3.37
태안해안,2021-01,3.35,3.35
태안해안,2021-02,4.75,4.75
태안해안,2021-03,4.87,4.87
태안해안,2021-04,5.01,5.01
태안해안,2021-05,5.69,5.69
태안해안,2021-06,5.57,5.57
태안해안,2021-07,5.9,5.9
태안해안,2021-08,6.2,6.2
태안해안,2021-09,5.29,5.29
태안해안,2021-10,5.13,5.13
태안해안,2021-11,3.77,3.77
태안해안,2021-12,3.33,3.33
태안해안,2022-01,3.14,3.14
태안해안,2022-02,3.5,3.5
태안해안,2022-03,4.19,4.19
태안해안,2022-04,5.36,5.36
태안해안,2022-05,6.17,6.17
태안해안,2022-06,5.55,5.55
태안해안,2022-07,5.53,5.53
태안해안,2022-08,6.25,6.25
태안해안,2022-09,5.21,5.21
태안해안,2022-10,5.38,5.38
태안해안,2022-11,3.2,3.2
태안해안,2022-12,2.48,2.48
태안해안,2023-01,2.22,2.22
태안해안,2023-02,2.91,2.91
태안해안,2023-03,3.95,3.95
태안해안,2023-04,4.7,4.7
태안해안,2023-05,5.92,5.92
태안해안,2023-06,5.07,5.07
태안해안,2023-07,4.27,4.27
태안해안,2023-08,5.19,5.19
태안해안,2023-09,3.9,3.9
태안해안,2023-10,4.05,4.05
태안해안,2023-11,2.26,2.26
태안해안,2023-12,2.06,2.06
태안해안,2024-01,1.83,1.83
태안해안,2024-02,2.38,2.38
태안해안,2024-03,2.6,2.6
태안해안,2024-04,3.61,3.61
태안해안,2024-05,3.99,3.99
태안해안,2024-06,4.37,4.37
태안해안,2024-07,3.99,3.99
태안해안,2024-08,4.06,4.06
태안해안,2024-09,3.64,3.64
태안해안,2024-10,3.79,3.79
태안해안,2024-11,2.19,2.19
태안해안,2024-12,1.54,1.54
태안해안,2025-01,1.64,1.64
태안해안,2025-02,1.52,1.52
태안해안,2025-03,2.09,2.09
태안해안,2025-04,2.43,2.43
태안해안,2025-05,2.81,2.81
태안해안,2025-06,2.71,2.71
태안해안,2025-07,3.18,3.18
태안해안,2025-08,3.67,3.67
태안해안,2025-09,2.71,2.71
태안해안,2025-10,3.17,3.17
태안해안,2025-11,1.91,1.91
태안해안,2025-12,1.47,1.47
태안해안,2026-01,1.51,1.51
태안해안,2026-02,1.69,1.69
태안해안,2026-03,2.4,2.4
태안해안,2026-04,2.56,2.56
태안해안,2026-05,2.54,2.54
태안해안,2026-06,2.33,2.33
태안해안,2026-07,2.33,2.33
태안해안,2026-08,1.34,1.34
팔공산,2016-01,0.14,0.14
팔공산,2016-02,0.13,0.13
팔공산,2016-03,0.09,0.09
팔공산,2016-04,0.43,0.43
팔공산,2016-05,0.44,0.44
팔공산,2016-06,0.18,0.18
팔공산,2016-07,0.19,0.19
팔공산,2016-08,0.34,0.34
팔공산,2016-09,0.31,0.31
팔공산,2016-10,0.2,0.2
팔공산,2016-11,0.12,0.12
팔공산,2016-12,0.08,0.08
팔공산,2017-01,0.05,0.05
팔공산,2017-02,0.12,0.12
팔공산,2017-03,0.22,0.22
팔공산,2017-04,0.17,0.17
팔공산,2017-05,0.17,0.17
팔공산,2017-06,0.14,0.14
팔공산,2017-07,0.09,0.09
팔공산,2017-08,0.09,0.09
팔공산,2017-09,0.12,0.12
팔공산,2017-10,0.25,0.25
팔공산,2017-11,0.13,0.13
팔공산,2017-12,0.05,0.05
팔공산,2018-01,0.05,0.05
팔공산,2018-02,0.05,0.05
팔공산,2018-03,0.18,0.18
팔공산,2018-04,0.1,0.1
팔공산,2018-05,0.11,0.11
팔공산,2018-06,0.1,0.1
팔공산,2018-07,0.05,0.05
팔공산,2018-08,0.28,0.28
팔공산,2018-09,0.16,0.16
팔공산,2018-10,0.49,0.49
팔공산,2018-11,0.14,0.14
팔공산,2018-12,0.08,0.08
팔공산,2019-01,0.1,0.1
팔공산,2019-02,0.05,0.05
팔공산,2019-03,0.06,0.06
팔공산,2019-04,0.03,0.03
팔공산,2019-05,0.04,0.04
팔공산,2019-06,0.12,0.12
팔공산,2019-07,0.55,0.55
팔공산,2019-08,0.41,0.41
팔공산,2019-09,0.14,0.14
팔공산,2019-10,0.25,0.25
팔공산,2019-11,0.19,0.19
팔공산,2019-12,0.15,0.15
팔공산,2020-01,0.1,0.1
팔공산,2020-02,0.03,0.03
팔공산,2020-03,0.07,0.07
팔공산,2020-04,0.12,0.12
팔공산,2020-05,0.15,0.15
팔공산,2020-06,0.09,0.09
팔공산,2020-07,0.25,0.25
팔공산,2020-08,0.19,0.19
팔공산,2020-09,0.2,0.2
팔공산,2020-10,0.39,0.39
팔공산,2020-11,0.19,0.19
팔공산,2020-12,0.24,0.24
팔공산,2021-01,0.15,0.15
팔공산,2021-02,0.11,0.11
팔공산,2021-03,0.94,0.94
팔공산,2021-04,1.18,1.18
팔공산,2021-05,2.0,2.0
팔공산,2021-06,1.26,1.26
팔공산,2021-07,0.95,0.95
팔공산,2021-08,1.32,1.32
팔공산,2021-09,1.48,1.48
팔공산,2021-10,1.6,1.6
팔공산,2021-11,1.83,1.83
팔공산,2021-12,1.23,1.23
팔공산,2022-01,0.96,0.96
팔공산,2022-02,0.92,0.92
팔공산,2022-03,1.7,1.7
팔공산,2022-04,1.36,1.36
팔공산,2022-05,1.21,1.21
팔공산,2022-06,1.37,1.37
팔공산,2022-07,1.15,1.15
팔공산,2022-08,2.22,2.22
팔공산,2022-09,1.46,1.46
팔공산,2022-10,1.81,1.81
팔공산,2022-11,1.8,1.8
팔공산,2022-12,2.24,2.24
팔공산,2023-01,7.58,7.58
팔공산,2023-02,6.22,6.22
팔공산,2023-03,10.02,10.02
팔공산,2023-04,6.76,6.76
팔공산,2023-05,24.8,24.8
팔공산,2023-06,14.97,14.97
팔공산,2023-07,6.62,6.62
팔공산,2023-08,5.03,5.03
팔공산,2023-09,4.39,4.39
팔공산,2023-10,5.21,5.21
팔공산,2023-11,4.37,4.37
팔공산,2023-12,4.7,4.7
팔공산,2024-01,4.91,4.91
팔공산,2024-02,4.61,4.61
팔공산,2024-03,6.69,6.69
팔공산,2024-04,3.82,3.82
팔공산,2024-05,4.08,4.08
팔공산,2024-06,3.38,3.38
팔공산,2024-07,2.97,2.97
팔공산,2024-08,3.33,3.33
팔공산,2024-09,3.19,3.19
팔공산,2024-10,3.93,3.93
팔공산,2024-11,3.97,3.97
팔공산,2024-12,4.04,4.04
팔공산,2025-01,3.0,3.0
팔공산,2025-02,2.96,2.96
팔공산,2025-03,4.03,4.03
팔공산,2025-04,5.71,5.71
팔공산,2025-05,4.51,4.51
팔공산,2025-06,2.92,2.92
팔공산,2025-07,2.71,2.71
팔공산,2025-08,2.81,2.81
팔공산,2025-09,3.46,3.46
팔공산,2025-10,3.68,3.68
팔공산,2025-11,4.36,4.36
팔공산,2025-12,4.79,4.79
팔공산,2026-01,3.52,3.52
팔공산,2026-02,3.33,3.33
팔공산,2026-03,3.72,3.72
팔공산,2026-04,3.91,3.91
팔공산,2026-05,3.58,3.58
팔공산,2026-06,2.42,2.42
팔공산,2026-07,3.22,3.22
팔공산,2026-08,1.84,1.84
한라산,2016-01,26.63,57.79
한라산,2016-02,13.06,28.34
한라산,2016-03,6.3,13.68
한라산,2016-04,4.58,9.95
한라산,2016-05,4.16,9.04
한라산,2016-06,3.78,8.21
한라산,2016-07,3.61,7.83
한라산,2016-08,2.99,6.48
한라산,2016-09,3.52,7.65
한라산,2016-10,4.26,9.25
한라산,2016-11,4.28,9.28
한라산,2016-12,8.05,17.47
한라산,2017-01,13.73,29.81
한라산,2017-02,17.12,37.16
한라산,2017-03,5.27,11.44
한라산,2017-04,5.13,11.13
한라산,2017-05,4.71,10.23
한라산,2017-06,3.57,7.75
한라산,2017-07,3.74,8.11
한라산,2017-08,4.51,9.78
한라산,2017-09,5.18,11.24
한라산,2017-10,5.55,12.05
한라산,2017-11,6.04,13.11
한라산,2017-12,16.27,35.31
한라산,2018-01,47.88,103.91
한라산,2018-02,53.89,116.96
한라산,2018-03,13.97,30.33
한라산,2018-04,6.89,14.94
한라산,2018-05,7.23,15.68
한라산,2018-06,5.75,12.48
한라산,2018-07,6.12,13.29
한라산,2018-08,6.9,14.98
한라산,2018-09,5.74,12.46
한라산,2018-10,6.29,13.66
한라산,2018-11,6.03,13.08
한라산,2018-12,22.65,49.16
한라산,2019-01,22.53,48.9
한라산,2019-02,15.31,33.23
한라산,2019-03,6.05,13.13
한라산,2019-04,3.85,8.35
한라산,2019-05,3.97,8.62
한라산,2019-06,3.39,7.35
한라산,2019-07,3.65,7.92
한라산,2019-08,3.41,7.41
한라산,2019-09,4.55,9.87
한라산,2019-10,4.19,9.1
한라산,2019-11,4.42,9.6
한라산,2019-12,8.63,18.72
한라산,2020-01,14.45,31.35
한라산,2020-02,10.17,22.06
한라산,2020-03,3.69,8.01
한라산,2020-04,4.08,8.85
한라산,2020-05,2.56,5.55
한라산,2020-06,4.72,10.24
한라산,2020-07,4.96,10.76
한라산,2020-08,8.01,17.38
한라산,2020-09,6.78,14.71
한라산,2020-10,13.75,29.84
한라산,2020-11,16.63,36.09
한라산,2020-12,35.99,78.11
한라산,2021-01,89.57,194.39
한라산,2021-02,31.57,68.52
한라산,2021-03,16.02,34.76
한라산,2021-04,15.27,33.15
한라산,2021-05,14.55,31.58
한라산,2021-06,12.72,27.61
한라산,2021-07,9.24,20.05
한라산,2021-08,9.87,21.42
한라산,2021-09,12.19,26.45
한라산,2021-10,17.5,37.98
한라산,2021-11,22.14,48.04
한라산,2021-12,45.17,98.04
한라산,2022-01,71.49,155.14
한라산,2022-02,57.7,125.21
한라산,2022-03,24.2,52.52
한라산,2022-04,20.97,45.52
한라산,2022-05,22.5,48.84
한라산,2022-06,21.55,46.76
한라산,2022-07,13.42,29.13
한라산,2022-08,14.7,31.9
한라산,2022-09,18.14,39.37
한라산,2022-10,18.78,40.75
한라산,2022-11,17.3,37.55
한라산,2022-12,63.98,138.87
한라산,2023-01,62.11,134.79
한라산,2023-02,26.97,58.53
한라산,2023-03,12.09,26.24
한라산,2023-04,12.9,28.0
한라산,2023-05,15.1,32.78
한라산,2023-06,11.52,24.99
한라산,2023-07,12.32,26.73
한라산,2023-08,9.8,21.28
한라산,2023-09,9.25,20.07
한라산,2023-10,12.13,26.33
한라산,2023-11,26.6,57.73
한라산,2023-12,63.38,137.55
한라산,2024-01,58.22,126.35
한라산,2024-02,31.02,67.32
한라산,2024-03,20.08,43.58
한라산,2024-04,12.32,26.75
한라산,2024-05,14.62,31.73
한라산,2024-06,11.24,24.39
한라산,2024-07,11.71,25.41
한라산,2024-08,9.05,19.65
한라산,2024-09,12.13,26.32
한라산,2024-10,14.61,31.72
한라산,2024-11,23.96,52.01
한라산,2024-12,52.55,114.05
한라산,2025-01,82.02,178.01
한라산,2025-02,100,217.03
한라산,2025-03,39.4,85.51
한라산,2025-04,15.86,34.42
한라산,2025-05,13.12,28.47
한라산,2025-06,11.55,25.06
한라산,2025-07,11.17,24.24
한라산,2025-08,9.43,20.47
한라산,2025-09,10.67,23.16
한라산,2025-10,10.47,22.72
한라산,2025-11,18.48,40.12
한라산,2025-12,38.94,84.5
한라산,2026-01,97.58,211.79
한라산,2026-02,50.29,109.14
한라산,2026-03,11.58,25.12
한라산,2026-04,9.64,20.92
한라산,2026-05,9.84,21.35
한라산,2026-06,10.04,21.78
한라산,2026-07,10.23,22.2
한라산,2026-08,5.56,12.07
한려해상,2016-01,11.63,11.63
한려해상,2016-02,11.45,11.45
한려해상,2016-03,15.07,15.07
한려해상,2016-04,16.82,16.82
한려해상,2016-05,15.83,15.83
한려해상,2016-06,13.24,13.24
한려해상,2016-07,20.0,20.0
한려해상,2016-08,17.25,17.25
한려해상,2016-09,10.04,10.04
한려해상,2016-10,11.62,11.62
한려해상,2016-11,9.24,9.24
한려해상,2016-12,7.89,7.89
한려해상,2017-01,7.38,7.38
한려해상,2017-02,9.32,9.32
한려해상,2017-03,11.86,11.86
한려해상,2017-04,15.24,15.24
한려해상,2017-05,15.68,15.68
한려해상,2017-06,13.12,13.12
한려해상,2017-07,18.4,18.4
한려해상,2017-08,17.12,17.12
한려해상,2017-09,13.65,13.65
한려해상,2017-10,14.57,14.57
한려해상,2017-11,7.76,7.76
한려해상,2017-12,7.66,7.66
한려해상,2018-01,5.96,5.96
한려해상,2018-02,5.63,5.63
한려해상,2018-03,9.58,9.58
한려해상,2018-04,12.73,12.73
한려해상,2018-05,14.14,14.14
한려해상,2018-06,11.27,11.27
한려해상,2018-07,16.19,16.19
한려해상,2018-08,14.27,14.27
한려해상,2018-09,10.24,10.24
한려해상,2018-10,10.1,10.1
한려해상,2018-11,10.67,10.67
한려해상,2018-12,9.07,9.07
한려해상,2019-01,7.87,7.87
한려해상,2019-02,10.13,10.13
한려해상,2019-03,12.13,12.13
한려해상,2019-04,13.01,13.01
한려해상,2019-05,14.16,14.16
한려해상,2019-06,12.59,12.59
한려해상,2019-07,18.01,18.01
한려해상,2019-08,17.02,17.02
한려해상,2019-09,9.11,9.11
한려해상,2019-10,11.09,11.09
한려해상,2019-11,9.91,9.91
한려해상,2019-12,8.44,8.44
한려해상,2020-01,9.62,9.62
한려해상,2020-02,7.24,7.24
한려해상,2020-03,6.47,6.47
한려해상,2020-04,11.57,11.57
한려해상,2020-05,14.44,14.44
한려해상,2020-06,13.48,13.48
한려해상,2020-07,20.28,20.28
한려해상,2020-08,20.95,20.95
한려해상,2020-09,11.7,11.7
한려해상,2020-10,14.98,14.98
한려해상,2020-11,11.57,11.57
한려해상,2020-12,8.67,8.67
한려해상,2021-01,8.72,8.72
한려해상,2021-02,11.27,11.27
한려해상,2021-03,11.36,11.36
한려해상,2021-04,13.72,13.72
한려해상,2021-05,16.56,16.56
한려해상,2021-06,16.9,16.9
한려해상,2021-07,18.62,18.62
한려해상,2021-08,19.45,19.45
한려해상,2021-09,14.68,14.68
한려해상,2021-10,15.14,15.14
한려해상,2021-11,12.18,12.18
한려해상,2021-12,11.62,11.62
한려해상,2022-01,12.09,12.09
한려해상,2022-02,11.68,11.68
한려해상,2022-03,12.4,12.4
한려해상,2022-04,15.32,15.32
한려해상,2022-05,19.31,19.31
한려해상,2022-06,17.77,17.77
한려해상,2022-07,21.47,21.47
한려해상,2022-08,21.87,21.87
한려해상,2022-09,13.99,13.99
한려해상,2022-10,10.42,10.42
한려해상,2022-11,7.09,7.09
한려해상,2022-12,6.79,6.79
한려해상,2023-01,6.82,6.82
한려해상,2023-02,7.36,7.36
한려해상,2023-03,9.83,9.83
한려해상,2023-04,10.46,10.46
한려해상,2023-05,12.18,12.18
한려해상,2023-06,11.28,11.28
한려해상,2023-07,10.48,10.48
한려해상,2023-08,11.25,11.25
한려해상,2023-09,8.15,8.15
한려해상,2023-10,8.23,8.23
한려해상,2023-11,6.5,6.5
한려해상,2023-12,6.84,6.84
한려해상,2024-01,6.32,6.32
한려해상,2024-02,7.08,7.08
한려해상,2024-03,8.39,8.39
한려해상,2024-04,8.09,8.09
한려해상,2024-05,9.03,9.03
한려해상,2024-06,9.02,9.02
한려해상,2024-07,9.94,9.94
한려해상,2024-08,12.26,12.26
한려해상,2024-09,8.53,8.53
한려해상,2024-10,7.72,7.72
한려해상,2024-11,3.14,3.14
한려해상,2024-12,2.97,2.97
한려해상,2025-01,2.96,2.96
한려해상,2025-02,3.92,3.92
한려해상,2025-03,7.86,7.86
한려해상,2025-04,9.29,9.29
한려해상,2025-05,10.89,10.89
한려해상,2025-06,10.13,10.13
한려해상,2025-07,12.39,12.39
한려해상,2025-08,13.67,13.67
한려해상,2025-09,8.14,8.14
한려해상,2025-10,9.28,9.28
한려해상,2025-11,6.0,6.0
한려해상,2025-12,5.64,5.64
한려해상,2026-01,6.3,6.3
한려해상,2026-02,5.91,5.91
한려해상,2026-03,6.81,6.81
한려해상,2026-04,7.72,7.72
한려해상,2026-05,7.7,7.7
한려해상,2026-06,6.71,6.71
한려해상,2026-07,7.63,7.63
한려해상,2026-08,5.6,5.6
