공원,연월,검색관심도_원값,검색관심도_환산
소백산,2019년 10월,10.71,10.71
소백산,2019년 11월,7.75,7.75
소백산,2019년 12월,11.82,11.82
소백산,2020년 01월,19.15,19.15
소백산,2020년 02월,12.13,12.13
소백산,2020년 03월,5.97,5.97
소백산,2020년 04월,12.04,12.04
소백산,2020년 05월,14.69,14.69
소백산,2020년 06월,11.03,11.03
소백산,2020년 07월,9.57,9.57
소백산,2020년 08월,9.8,9.8
소백산,2020년 09월,9.62,9.62
소백산,2020년 10월,18.63,18.63
소백산,2020년 11월,9.18,9.18
소백산,2020년 12월,18.16,18.16
소백산,2021년 01월,22.96,22.96
소백산,2021년 02월,13.57,13.57
소백산,2021년 03월,9.18,9.18
소백산,2021년 04월,12.24,12.24
소백산,2021년 05월,18.95,18.95
소백산,2021년 06월,9.66,9.66
소백산,2021년 07월,14.2,14.2
소백산,2021년 08월,9.81,9.81
소백산,2021년 09월,9.07,9.07
소백산,2021년 10월,12.17,12.17
소백산,2021년 11월,9.35,9.35
소백산,2021년 12월,10.35,10.35
소백산,2022년 01월,9.75,9.75
소백산,2022년 02월,9.92,9.92
소백산,2022년 03월,7.38,7.38
소백산,2022년 04월,8.09,8.09
소백산,2022년 05월,13.35,13.35
소백산,2022년 06월,9.36,9.36
소백산,2022년 07월,7.86,7.86
소백산,2022년 08월,8.82,8.82
소백산,2022년 09월,8.32,8.32
소백산,2022년 10월,10.36,10.36
소백산,2022년 11월,5.92,5.92
소백산,2022년 12월,11.07,11.07
소백산,2023년 01월,14.24,14.24
소백산,2023년 02월,7.1,7.1
소백산,2023년 03월,5.61,5.61
소백산,2023년 04월,6.85,6.85
소백산,2023년 05월,12.53,12.53
소백산,2023년 06월,8.6,8.6
소백산,2023년 07월,6.96,6.96
소백산,2023년 08월,6.73,6.73
소백산,2023년 09월,5.66,5.66
소백산,2023년 10월,7.79,7.79
소백산,2023년 11월,6.26,6.26
소백산,2023년 12월,9.13,9.13
소백산,2024년 01월,10.34,10.34
소백산,2024년 02월,10.12,10.12
소백산,2024년 03월,6.59,6.59
소백산,2024년 04월,6.72,6.72
소백산,2024년 05월,11.42,11.42
소백산,2024년 06월,7.12,7.12
소백산,2024년 07월,5.59,5.59
소백산,2024년 08월,5.13,5.13
소백산,2024년 09월,6.83,6.83
소백산,2024년 10월,7.9,7.9
소백산,2024년 11월,6.72,6.72
소백산,2024년 12월,8.15,8.15
소백산,2025년 01월,10.46,10.46
소백산,2025년 02월,8.15,8.15
소백산,2025년 03월,6.17,6.17
소백산,2025년 04월,7.03,7.03
소백산,2025년 05월,9.47,9.47
소백산,2025년 06월,5.68,5.68
소백산,2025년 07월,4.99,4.99
소백산,2025년 08월,5.22,5.22
소백산,2025년 09월,4.37,4.37
소백산,2025년 10월,5.98,5.98
소백산,2025년 11월,5.31,5.31
소백산,2025년 12월,6.91,6.91
소백산,2026년 01월,9.5,9.5
소백산,2026년 02월,5.29,5.29
소백산,2026년 03월,5.09,5.09
소백산,2026년 04월,5.55,5.55
소백산,2026년 05월,11.11,11.11
소백산,2026년 06월,6.0,6.0
소백산,2026년 07월,4.88,4.88
소백산,2026년 08월,5.71,5.71
속리산,2016년 01월,2.13,4.62
속리산,2016년 02월,2.14,4.64
속리산,2016년 03월,2.56,5.56
속리산,2016년 04월,2.93,6.36
속리산,2016년 05월,3.51,7.62
속리산,2016년 06월,2.8,6.07
속리산,2016년 07월,2.43,5.28
속리산,2016년 08월,2.71,5.87
속리산,2016년 09월,2.79,6.06
속리산,2016년 10월,4.81,10.44
속리산,2016년 11월,2.6,5.64
속리산,2016년 12월,1.9,4.13
속리산,2017년 01월,1.64,3.57
속리산,2017년 02월,1.45,3.15
속리산,2017년 03월,2.33,5.05
속리산,2017년 04월,5.84,12.67
속리산,2017년 05월,7.94,17.24
속리산,2017년 06월,4.83,10.48
속리산,2017년 07월,3.3,7.16
속리산,2017년 08월,2.97,6.44
속리산,2017년 09월,2.38,5.16
속리산,2017년 10월,3.81,8.28
속리산,2017년 11월,1.9,4.13
속리산,2017년 12월,0.76,1.65
속리산,2018년 01월,0.93,2.02
속리산,2018년 02월,0.96,2.09
속리산,2018년 03월,1.55,3.37
속리산,2018년 04월,1.55,3.36
속리산,2018년 05월,1.88,4.08
속리산,2018년 06월,1.46,3.17
속리산,2018년 07월,1.75,3.79
속리산,2018년 08월,1.91,4.15
속리산,2018년 09월,1.6,3.48
속리산,2018년 10월,3.41,7.41
속리산,2018년 11월,1.8,3.91
속리산,2018년 12월,0.96,2.08
속리산,2019년 01월,0.96,2.09
속리산,2019년 02월,1.03,2.24
속리산,2019년 03월,1.3,2.82
속리산,2019년 04월,1.36,2.96
속리산,2019년 05월,1.78,3.87
속리산,2019년 06월,1.68,3.64
속리산,2019년 07월,1.62,3.51
속리산,2019년 08월,1.96,4.26
속리산,2019년 09월,1.83,3.97
속리산,2019년 10월,3.83,8.31
속리산,2019년 11월,2.22,4.82
속리산,2019년 12월,0.95,2.05
속리산,2020년 01월,0.84,1.82
속리산,2020년 02월,0.92,1.99
속리산,2020년 03월,2.1,4.56
속리산,2020년 04월,2.4,5.22
속리산,2020년 05월,2.13,4.62
속리산,2020년 06월,1.95,4.23
속리산,2020년 07월,2.34,5.07
속리산,2020년 08월,2.71,5.89
속리산,2020년 09월,2.5,5.42
속리산,2020년 10월,4.19,9.08
속리산,2020년 11월,2.64,5.73
속리산,2020년 12월,2.35,5.09
속리산,2021년 01월,2.32,5.03
속리산,2021년 02월,1.75,3.8
속리산,2021년 03월,1.91,4.15
속리산,2021년 04월,2.38,5.16
속리산,2021년 05월,2.41,5.24
속리산,2021년 06월,4.37,9.47
속리산,2021년 07월,3.07,6.66
속리산,2021년 08월,3.49,7.58
속리산,2021년 09월,2.78,6.03
속리산,2021년 10월,4.43,9.61
속리산,2021년 11월,2.6,5.65
속리산,2021년 12월,1.41,3.06
속리산,2022년 01월,1.18,2.55
속리산,2022년 02월,1.38,2.99
속리산,2022년 03월,1.6,3.48
속리산,2022년 04월,1.99,4.32
속리산,2022년 05월,2.41,5.22
속리산,2022년 06월,2.41,5.23
속리산,2022년 07월,2.64,5.72
속리산,2022년 08월,3.01,6.53
속리산,2022년 09월,2.54,5.52
속리산,2022년 10월,2.93,6.35
속리산,2022년 11월,1.69,3.66
속리산,2022년 12월,0.96,2.08
속리산,2023년 01월,0.91,1.98
속리산,2023년 02월,1.24,2.68
속리산,2023년 03월,1.78,3.86
속리산,2023년 04월,1.77,3.83
속리산,2023년 05월,1.94,4.2
속리산,2023년 06월,1.92,4.17
속리산,2023년 07월,2.98,6.47
속리산,2023년 08월,3.22,6.99
속리산,2023년 09월,1.93,4.2
속리산,2023년 10월,3.09,6.71
속리산,2023년 11월,1.64,3.55
속리산,2023년 12월,0.97,2.1
속리산,2024년 01월,0.91,1.97
속리산,2024년 02월,1.71,3.72
속리산,2024년 03월,2.04,4.42
속리산,2024년 04월,1.96,4.26
속리산,2024년 05월,2.15,4.67
속리산,2024년 06월,1.82,3.95
속리산,2024년 07월,1.86,4.03
속리산,2024년 08월,1.8,3.9
속리산,2024년 09월,1.71,3.72
속리산,2024년 10월,1.94,4.21
속리산,2024년 11월,1.77,3.85
속리산,2024년 12월,0.83,1.8
속리산,2025년 01월,0.92,2.01
속리산,2025년 02월,1.05,2.28
속리산,2025년 03월,1.27,2.76
속리산,2025년 04월,1.7,3.7
속리산,2025년 05월,1.7,3.7
속리산,2025년 06월,1.62,3.51
속리산,2025년 07월,1.69,3.67
속리산,2025년 08월,1.52,3.29
속리산,2025년 09월,1.15,2.49
속리산,2025년 10월,2.09,4.54
속리산,2025년 11월,1.85,4.02
속리산,2025년 12월,0.72,1.56
속리산,2026년 01월,0.69,1.51
속리산,2026년 02월,0.88,1.9
속리산,2026년 03월,1.12,2.43
속리산,2026년 04월,1.18,2.57
속리산,2026년 05월,1.36,2.95
속리산,2026년 06월,1.41,3.06
속리산,2026년 07월,1.73,3.75
속리산,2026년 08월,1.33,2.89
오대산,2016년 01월,4.1,6.6
오대산,2016년 02월,3.02,4.86
오대산,2016년 03월,2.41,3.88
오대산,2016년 04월,3.76,6.05
오대산,2016년 05월,6.14,9.87
오대산,2016년 06월,4.13,6.64
오대산,2016년 07월,4.07,6.55
오대산,2016년 08월,4.37,7.02
오대산,2016년 09월,4.15,6.68
오대산,2016년 10월,6.88,11.06
오대산,2016년 11월,3.77,6.07
오대산,2016년 12월,4.71,7.57
오대산,2017년 01월,8.3,13.35
오대산,2017년 02월,6.04,9.72
오대산,2017년 03월,3.9,6.28
오대산,2017년 04월,4.81,7.73
오대산,2017년 05월,5.52,8.88
오대산,2017년 06월,4.3,6.91
오대산,2017년 07월,5.59,9.0
오대산,2017년 08월,7.15,11.5
오대산,2017년 09월,5.41,8.7
오대산,2017년 10월,11.74,18.88
오대산,2017년 11월,2.94,4.74
오대산,2017년 12월,2.62,4.22
오대산,2018년 01월,3.04,4.89
오대산,2018년 02월,2.7,4.34
오대산,2018년 03월,3.34,5.38
오대산,2018년 04월,2.95,4.74
오대산,2018년 05월,3.5,5.62
오대산,2018년 06월,3.5,5.64
오대산,2018년 07월,6.28,10.09
오대산,2018년 08월,5.52,8.88
오대산,2018년 09월,5.17,8.32
오대산,2018년 10월,12.04,19.36
오대산,2018년 11월,3.23,5.2
오대산,2018년 12월,2.62,4.21
오대산,2019년 01월,2.86,4.6
오대산,2019년 02월,3.3,5.3
오대산,2019년 03월,2.46,3.95
오대산,2019년 04월,2.73,4.39
오대산,2019년 05월,4.02,6.47
오대산,2019년 06월,3.8,6.11
오대산,2019년 07월,6.11,9.83
오대산,2019년 08월,7.02,11.29
오대산,2019년 09월,5.04,8.1
오대산,2019년 10월,10.31,16.58
오대산,2019년 11월,5.05,8.12
오대산,2019년 12월,3.21,5.17
오대산,2020년 01월,3.76,6.04
오대산,2020년 02월,4.16,6.7
오대산,2020년 03월,3.38,5.44
오대산,2020년 04월,4.18,6.72
오대산,2020년 05월,4.5,7.23
오대산,2020년 06월,3.79,6.09
오대산,2020년 07월,5.35,8.6
오대산,2020년 08월,7.47,12.01
오대산,2020년 09월,11.03,17.74
오대산,2020년 10월,18.07,29.07
오대산,2020년 11월,6.7,10.78
오대산,2020년 12월,5.76,9.26
오대산,2021년 01월,7.28,11.71
오대산,2021년 02월,4.56,7.33
오대산,2021년 03월,4.05,6.51
오대산,2021년 04월,4.64,7.46
오대산,2021년 05월,5.91,9.51
오대산,2021년 06월,6.14,9.87
오대산,2021년 07월,7.92,12.74
오대산,2021년 08월,7.55,12.15
오대산,2021년 09월,6.5,10.46
오대산,2021년 10월,11.68,18.8
오대산,2021년 11월,4.8,7.72
오대산,2021년 12월,5.12,8.23
오대산,2022년 01월,4.91,7.89
오대산,2022년 02월,4.78,7.7
오대산,2022년 03월,4.01,6.45
오대산,2022년 04월,4.99,8.03
오대산,2022년 05월,6.61,10.63
오대산,2022년 06월,6.53,10.51
오대산,2022년 07월,8.03,12.92
오대산,2022년 08월,9.42,15.15
오대산,2022년 09월,8.6,13.84
오대산,2022년 10월,15.6,25.1
오대산,2022년 11월,4.51,7.26
오대산,2022년 12월,3.23,5.2
오대산,2023년 01월,4.9,7.88
오대산,2023년 02월,4.47,7.19
오대산,2023년 03월,3.11,5.0
오대산,2023년 04월,3.79,6.1
오대산,2023년 05월,5.05,8.13
오대산,2023년 06월,5.21,8.39
오대산,2023년 07월,6.41,10.3
오대산,2023년 08월,8.04,12.93
오대산,2023년 09월,5.96,9.59
오대산,2023년 10월,9.72,15.64
오대산,2023년 11월,3.06,4.92
오대산,2023년 12월,5.3,8.53
오대산,2024년 01월,6.04,9.72
오대산,2024년 02월,8.85,14.24
오대산,2024년 03월,3.46,5.57
오대산,2024년 04월,3.79,6.09
오대산,2024년 05월,4.72,7.59
오대산,2024년 06월,4.36,7.02
오대산,2024년 07월,5.25,8.44
오대산,2024년 08월,7.14,11.48
오대산,2024년 09월,6.36,10.23
오대산,2024년 10월,8.9,14.32
오대산,2024년 11월,3.95,6.35
오대산,2024년 12월,2.96,4.76
오대산,2025년 01월,4.6,7.41
오대산,2025년 02월,3.15,5.07
오대산,2025년 03월,2.92,4.7
오대산,2025년 04월,2.99,4.81
오대산,2025년 05월,3.59,5.78
오대산,2025년 06월,3.27,5.26
오대산,2025년 07월,4.45,7.16
오대산,2025년 08월,6.11,9.83
오대산,2025년 09월,4.04,6.5
오대산,2025년 10월,6.73,10.83
오대산,2025년 11월,3.13,5.04
오대산,2025년 12월,2.98,4.8
오대산,2026년 01월,3.28,5.27
오대산,2026년 02월,2.49,4.0
오대산,2026년 03월,2.39,3.85
오대산,2026년 04월,3.21,5.17
오대산,2026년 05월,3.7,5.95
오대산,2026년 06월,3.79,6.1
오대산,2026년 07월,4.52,7.27
오대산,2026년 08월,5.16,8.3
월악산,2016년 01월,5.46,5.46
월악산,2016년 02월,6.37,6.37
월악산,2016년 03월,7.43,7.43
월악산,2016년 04월,9.08,9.08
월악산,2016년 05월,9.01,9.01
월악산,2016년 06월,9.6,9.6
월악산,2016년 07월,12.52,12.52
월악산,2016년 08월,10.69,10.69
월악산,2016년 09월,10.18,10.18
월악산,2016년 10월,20.59,20.59
월악산,2016년 11월,12.18,12.18
월악산,2016년 12월,8.3,8.3
월악산,2017년 01월,7.59,7.59
월악산,2017년 02월,8.04,8.04
월악산,2017년 03월,10.86,10.86
월악산,2017년 04월,13.25,13.25
월악산,2017년 05월,18.73,18.73
월악산,2017년 06월,11.86,11.86
월악산,2017년 07월,13.06,13.06
월악산,2017년 08월,14.33,14.33
월악산,2017년 09월,12.2,12.2
월악산,2017년 10월,31.35,31.35
월악산,2017년 11월,15.2,15.2
월악산,2017년 12월,6.57,6.57
월악산,2018년 01월,7.54,7.54
월악산,2018년 02월,7.8,7.8
월악산,2018년 03월,12.34,12.34
월악산,2018년 04월,13.97,13.97
월악산,2018년 05월,17.78,17.78
월악산,2018년 06월,16.67,16.67
월악산,2018년 07월,17.32,17.32
월악산,2018년 08월,12.79,12.79
월악산,2018년 09월,14.13,14.13
월악산,2018년 10월,25.91,25.91
월악산,2018년 11월,12.94,12.94
월악산,2018년 12월,9.2,9.2
월악산,2019년 01월,5.4,5.4
월악산,2019년 02월,5.64,5.64
월악산,2019년 03월,6.79,6.79
월악산,2019년 04월,9.57,9.57
월악산,2019년 05월,12.69,12.69
월악산,2019년 06월,12.55,12.55
월악산,2019년 07월,15.08,15.08
월악산,2019년 08월,14.38,14.38
월악산,2019년 09월,12.81,12.81
월악산,2019년 10월,30.07,30.07
월악산,2019년 11월,26.49,26.49
월악산,2019년 12월,7.15,7.15
월악산,2020년 01월,4.64,4.64
월악산,2020년 02월,4.89,4.89
월악산,2020년 03월,5.7,5.7
월악산,2020년 04월,9.77,9.77
월악산,2020년 05월,11.45,11.45
월악산,2020년 06월,13.02,13.02
월악산,2020년 07월,16.16,16.16
월악산,2020년 08월,17.02,17.02
월악산,2020년 09월,12.85,12.85
월악산,2020년 10월,18.44,18.44
월악산,2020년 11월,11.01,11.01
월악산,2020년 12월,6.27,6.27
월악산,2021년 01월,7.45,7.45
월악산,2021년 02월,8.02,8.02
월악산,2021년 03월,8.33,8.33
월악산,2021년 04월,11.19,11.19
월악산,2021년 05월,12.97,12.97
월악산,2021년 06월,17.02,17.02
월악산,2021년 07월,24.49,24.49
월악산,2021년 08월,19.38,19.38
월악산,2021년 09월,13.3,13.3
월악산,2021년 10월,21.06,21.06
월악산,2021년 11월,14.05,14.05
월악산,2021년 12월,6.16,6.16
월악산,2022년 01월,5.28,5.28
월악산,2022년 02월,6.64,6.64
월악산,2022년 03월,7.04,7.04
월악산,2022년 04월,10.06,10.06
월악산,2022년 05월,12.31,12.31
월악산,2022년 06월,13.23,13.23
월악산,2022년 07월,18.2,18.2
월악산,2022년 08월,21.02,21.02
월악산,2022년 09월,17.05,17.05
월악산,2022년 10월,17.89,17.89
월악산,2022년 11월,9.01,9.01
월악산,2022년 12월,5.33,5.33
월악산,2023년 01월,4.85,4.85
월악산,2023년 02월,6.64,6.64
월악산,2023년 03월,9.16,9.16
월악산,2023년 04월,10.26,10.26
월악산,2023년 05월,13.16,13.16
월악산,2023년 06월,14.2,14.2
월악산,2023년 07월,20.59,20.59
월악산,2023년 08월,21.36,21.36
월악산,2023년 09월,12.47,12.47
월악산,2023년 10월,18.17,18.17
월악산,2023년 11월,8.88,8.88
월악산,2023년 12월,5.14,5.14
월악산,2024년 01월,4.56,4.56
월악산,2024년 02월,6.62,6.62
월악산,2024년 03월,9.42,9.42
월악산,2024년 04월,10.81,10.81
월악산,2024년 05월,11.04,11.04
월악산,2024년 06월,12.73,12.73
월악산,2024년 07월,15.58,15.58
월악산,2024년 08월,18.89,18.89
월악산,2024년 09월,12.8,12.8
월악산,2024년 10월,17.05,17.05
월악산,2024년 11월,8.67,8.67
월악산,2024년 12월,3.88,3.88
월악산,2025년 01월,4.91,4.91
월악산,2025년 02월,4.96,4.96
월악산,2025년 03월,6.62,6.62
월악산,2025년 04월,12.8,12.8
월악산,2025년 05월,10.11,10.11
월악산,2025년 06월,10.38,10.38
월악산,2025년 07월,15.15,15.15
월악산,2025년 08월,15.13,15.13
월악산,2025년 09월,8.23,8.23
월악산,2025년 10월,8.89,8.89
월악산,2025년 11월,10.15,10.15
월악산,2025년 12월,4.08,4.08
월악산,2026년 01월,4.01,4.01
월악산,2026년 02월,4.18,4.18
월악산,2026년 03월,5.76,5.76
월악산,2026년 04월,6.85,6.85
월악산,2026년 05월,6.87,6.87
월악산,2026년 06월,9.51,9.51
월악산,2026년 07월,20.2,20.2
월악산,2026년 08월,13.4,13.4
월출산,2016년 01월,3.97,3.97
월출산,2016년 02월,4.81,4.81
월출산,2016년 03월,6.26,6.26
월출산,2016년 04월,6.17,6.17
월출산,2016년 05월,5.08,5.08
월출산,2016년 06월,4.4,4.4
월출산,2016년 07월,8.52,8.52
월출산,2016년 08월,6.12,6.12
월출산,2016년 09월,5.74,5.74
월출산,2016년 10월,7.25,7.25
월출산,2016년 11월,6.26,6.26
월출산,2016년 12월,3.2,3.2
월출산,2017년 01월,5.38,5.38
월출산,2017년 02월,5.46,5.46
월출산,2017년 03월,8.28,8.28
월출산,2017년 04월,6.14,6.14
월출산,2017년 05월,5.34,5.34
월출산,2017년 06월,4.19,4.19
월출산,2017년 07월,4.64,4.64
월출산,2017년 08월,2.72,2.72
월출산,2017년 09월,3.52,3.52
월출산,2017년 10월,7.7,7.7
월출산,2017년 11월,4.91,4.91
월출산,2017년 12월,2.32,2.32
월출산,2018년 01월,3.87,3.87
월출산,2018년 02월,6.97,6.97
월출산,2018년 03월,6.55,6.55
월출산,2018년 04월,3.53,3.53
월출산,2018년 05월,1.81,1.81
월출산,2018년 06월,1.77,1.77
월출산,2018년 07월,1.74,1.74
월출산,2018년 08월,1.31,1.31
월출산,2018년 09월,1.94,1.94
월출산,2018년 10월,3.32,3.32
월출산,2018년 11월,4.65,4.65
월출산,2018년 12월,3.75,3.75
월출산,2019년 01월,1.9,1.9
월출산,2019년 02월,1.28,1.28
월출산,2019년 03월,1.48,1.48
월출산,2019년 04월,2.05,2.05
월출산,2019년 05월,4.72,4.72
월출산,2019년 06월,4.48,4.48
월출산,2019년 07월,4.55,4.55
월출산,2019년 08월,3.81,3.81
월출산,2019년 09월,4.24,4.24
월출산,2019년 10월,7.5,7.5
월출산,2019년 11월,4.9,4.9
월출산,2019년 12월,2.49,2.49
월출산,2020년 01월,1.51,1.51
월출산,2020년 02월,1.2,1.2
월출산,2020년 03월,3.06,3.06
월출산,2020년 04월,2.93,2.93
월출산,2020년 05월,2.94,2.94
월출산,2020년 06월,2.67,2.67
월출산,2020년 07월,2.97,2.97
월출산,2020년 08월,3.6,3.6
월출산,2020년 09월,3.97,3.97
월출산,2020년 10월,4.41,4.41
월출산,2020년 11월,3.41,3.41
월출산,2020년 12월,3.77,3.77
월출산,2021년 01월,6.51,6.51
월출산,2021년 02월,5.59,5.59
월출산,2021년 03월,5.03,5.03
월출산,2021년 04월,5.62,5.62
월출산,2021년 05월,4.72,4.72
월출산,2021년 06월,3.79,3.79
월출산,2021년 07월,5.41,5.41
월출산,2021년 08월,5.32,5.32
월출산,2021년 09월,3.15,3.15
월출산,2021년 10월,3.16,3.16
월출산,2021년 11월,1.53,1.53
월출산,2021년 12월,1.86,1.86
월출산,2022년 01월,0.82,0.82
월출산,2022년 02월,1.29,1.29
월출산,2022년 03월,1.0,1.0
월출산,2022년 04월,1.62,1.62
월출산,2022년 05월,2.03,2.03
월출산,2022년 06월,1.21,1.21
월출산,2022년 07월,1.71,1.71
월출산,2022년 08월,1.7,1.7
월출산,2022년 09월,2.34,2.34
월출산,2022년 10월,2.75,2.75
월출산,2022년 11월,2.54,2.54
월출산,2022년 12월,2.93,2.93
월출산,2023년 01월,2.51,2.51
월출산,2023년 02월,2.14,2.14
월출산,2023년 03월,2.26,2.26
월출산,2023년 04월,2.08,2.08
월출산,2023년 05월,2.67,2.67
월출산,2023년 06월,3.25,3.25
월출산,2023년 07월,3.76,3.76
월출산,2023년 08월,3.34,3.34
월출산,2023년 09월,4.16,4.16
월출산,2023년 10월,5.29,5.29
월출산,2023년 11월,3.83,3.83
월출산,2023년 12월,3.47,3.47
월출산,2024년 01월,2.65,2.65
월출산,2024년 02월,2.86,2.86
월출산,2024년 03월,3.4,3.4
월출산,2024년 04월,3.62,3.62
월출산,2024년 05월,3.38,3.38
월출산,2024년 06월,3.13,3.13
월출산,2024년 07월,3.2,3.2
월출산,2024년 08월,3.33,3.33
월출산,2024년 09월,4.21,4.21
월출산,2024년 10월,5.43,5.43
월출산,2024년 11월,4.01,4.01
월출산,2024년 12월,2.85,2.85
월출산,2025년 01월,3.27,3.27
월출산,2025년 02월,3.28,3.28
월출산,2025년 03월,3.5,3.5
월출산,2025년 04월,4.16,4.16
월출산,2025년 05월,3.08,3.08
월출산,2025년 06월,2.69,2.69
월출산,2025년 07월,2.92,2.92
월출산,2025년 08월,3.1,3.1
월출산,2025년 09월,7.16,7.16
월출산,2025년 10월,5.77,5.77
월출산,2025년 11월,3.83,3.83
월출산,2025년 12월,2.96,2.96
월출산,2026년 01월,3.75,3.75
월출산,2026년 02월,3.54,3.54
월출산,2026년 03월,4.13,4.13
월출산,2026년 04월,3.71,3.71
월출산,2026년 05월,3.87,3.87
월출산,2026년 06월,2.32,2.32
월출산,2026년 07월,1.75,1.75
월출산,2026년 08월,2.26,2.26
주왕산,2016년 01월,4.92,7.91
주왕산,2016년 02월,4.35,7.0
주왕산,2016년 03월,6.32,10.17
주왕산,2016년 04월,8.19,13.17
주왕산,2016년 05월,11.64,18.72
주왕산,2016년 06월,8.42,13.54
주왕산,2016년 07월,10.5,16.89
주왕산,2016년 08월,11.01,17.71
주왕산,2016년 09월,16.57,26.65
주왕산,2016년 10월,34.84,56.04
주왕산,2016년 11월,28.66,46.11
주왕산,2016년 12월,9.86,15.87
주왕산,2017년 01월,2.04,3.28
주왕산,2017년 02월,2.29,3.68
주왕산,2017년 03월,3.15,5.06
주왕산,2017년 04월,3.74,6.02
주왕산,2017년 05월,3.69,5.94
주왕산,2017년 06월,3.04,4.9
주왕산,2017년 07월,4.39,7.06
주왕산,2017년 08월,4.72,7.6
주왕산,2017년 09월,5.8,9.33
주왕산,2017년 10월,8.97,14.43
주왕산,2017년 11월,5.94,9.55
주왕산,2017년 12월,2.09,3.36
주왕산,2018년 01월,2.01,3.24
주왕산,2018년 02월,1.7,2.73
주왕산,2018년 03월,2.96,4.76
주왕산,2018년 04월,3.49,5.61
주왕산,2018년 05월,3.67,5.9
주왕산,2018년 06월,2.44,3.93
주왕산,2018년 07월,2.97,4.78
주왕산,2018년 08월,3.02,4.86
주왕산,2018년 09월,3.53,5.68
주왕산,2018년 10월,6.64,10.68
주왕산,2018년 11월,3.31,5.32
주왕산,2018년 12월,1.65,2.65
주왕산,2019년 01월,1.77,2.84
주왕산,2019년 02월,1.8,2.9
주왕산,2019년 03월,1.86,2.99
주왕산,2019년 04월,2.4,3.85
주왕산,2019년 05월,2.45,3.94
주왕산,2019년 06월,1.99,3.2
주왕산,2019년 07월,2.68,4.31
주왕산,2019년 08월,3.67,5.9
주왕산,2019년 09월,3.24,5.22
주왕산,2019년 10월,6.78,10.9
주왕산,2019년 11월,5.45,8.77
주왕산,2019년 12월,2.19,3.52
주왕산,2020년 01월,1.67,2.69
주왕산,2020년 02월,1.2,1.92
주왕산,2020년 03월,1.18,1.9
주왕산,2020년 04월,2.25,3.63
주왕산,2020년 05월,1.77,2.85
주왕산,2020년 06월,1.62,2.6
주왕산,2020년 07월,8.15,13.11
주왕산,2020년 08월,21.33,34.31
주왕산,2020년 09월,19.69,31.67
주왕산,2020년 10월,46.86,75.38
주왕산,2020년 11월,24.79,39.88
주왕산,2020년 12월,11.77,18.93
주왕산,2021년 01월,11.17,17.97
주왕산,2021년 02월,11.47,18.44
주왕산,2021년 03월,16.01,25.75
주왕산,2021년 04월,15.96,25.68
주왕산,2021년 05월,22.89,36.82
주왕산,2021년 06월,17.3,27.83
주왕산,2021년 07월,16.18,26.02
주왕산,2021년 08월,18.63,29.97
주왕산,2021년 09월,40.69,65.46
주왕산,2021년 10월,100,160.87
주왕산,2021년 11월,78.9,126.92
주왕산,2021년 12월,16.53,26.59
주왕산,2022년 01월,12.67,20.38
주왕산,2022년 02월,12.0,19.31
주왕산,2022년 03월,9.64,15.5
주왕산,2022년 04월,13.48,21.68
주왕산,2022년 05월,16.57,26.66
주왕산,2022년 06월,14.42,23.2
주왕산,2022년 07월,13.98,22.48
주왕산,2022년 08월,19.77,31.8
주왕산,2022년 09월,30.24,48.65
주왕산,2022년 10월,60.49,97.31
주왕산,2022년 11월,24.44,39.32
주왕산,2022년 12월,6.78,10.9
주왕산,2023년 01월,8.45,13.6
주왕산,2023년 02월,8.54,13.74
주왕산,2023년 03월,9.33,15.02
주왕산,2023년 04월,10.82,17.41
주왕산,2023년 05월,12.03,19.36
주왕산,2023년 06월,43.28,69.62
주왕산,2023년 07월,11.93,19.19
주왕산,2023년 08월,15.52,24.96
주왕산,2023년 09월,19.51,31.38
주왕산,2023년 10월,54.07,86.98
주왕산,2023년 11월,21.44,34.5
주왕산,2023년 12월,6.16,9.91
주왕산,2024년 01월,7.28,11.71
주왕산,2024년 02월,10.43,16.78
주왕산,2024년 03월,9.18,14.77
주왕산,2024년 04월,10.57,17.0
주왕산,2024년 05월,15.55,25.02
주왕산,2024년 06월,11.45,18.42
주왕산,2024년 07월,8.79,14.14
주왕산,2024년 08월,13.61,21.89
주왕산,2024년 09월,19.52,31.4
주왕산,2024년 10월,47.77,76.84
주왕산,2024년 11월,24.9,40.05
주왕산,2024년 12월,5.81,9.34
주왕산,2025년 01월,8.18,13.16
주왕산,2025년 02월,8.46,13.61
주왕산,2025년 03월,33.15,53.33
주왕산,2025년 04월,7.38,11.87
주왕산,2025년 05월,17.8,28.64
주왕산,2025년 06월,14.78,23.77
주왕산,2025년 07월,10.78,17.35
주왕산,2025년 08월,10.35,16.65
주왕산,2025년 09월,18.61,29.93
주왕산,2025년 10월,44.68,71.87
주왕산,2025년 11월,48.48,77.98
주왕산,2025년 12월,9.68,15.57
주왕산,2026년 01월,8.98,14.44
주왕산,2026년 02월,11.66,18.76
주왕산,2026년 03월,11.13,17.9
주왕산,2026년 04월,12.63,20.32
주왕산,2026년 05월,39.25,63.14
주왕산,2026년 06월,9.9,15.93
주왕산,2026년 07월,11.19,18.0
주왕산,2026년 08월,12.94,20.81
지리산,2016년 01월,23.38,23.38
지리산,2016년 02월,18.55,18.55
지리산,2016년 03월,16.72,16.72
지리산,2016년 04월,23.32,23.32
지리산,2016년 05월,29.69,29.69
